,date_crime_year,date_crime_month,location_description,cnt,__fileposition__
2576,2003,6,"YARD",1,113727
2577,2003,7,"",1,113759
2578,2003,7,"ABANDONED BUILDING",37,113787
2579,2003,7,"AIRPORT/AIRCRAFT",118,113833
2580,2003,7,"ALLEY",1100,113877
2581,2003,7,"ANIMAL HOSPITAL",2,113910
2582,2003,7,"APARTMENT",3463,113953
2583,2003,7,"APPLIANCE STORE",12,113990
2584,2003,7,"ATHLETIC CLUB",29,114033
2585,2003,7,"ATM (AUTOMATIC TELLER MACHINE)",2,114074
2586,2003,7,"AUTO",9,114132
2587,2003,7,"BANK",149,114164
2588,2003,7,"BAR OR TAVERN",129,114196
2589,2003,7,"BARBERSHOP",46,114237
2590,2003,7,"BOAT/WATERCRAFT",6,114275
2591,2003,7,"BOWLING ALLEY",2,114318
2592,2003,7,"BRIDGE",2,114359
2593,2003,7,"CAR WASH",25,114393
2594,2003,7,"CEMETARY",2,114429
2595,2003,7,"CHA APARTMENT",332,114465
2596,2003,7,"CHA BREEZEWAY",1,114506
2597,2003,7,"CHA GROUNDS",1,114547
2598,2003,7,"CHA HALLWAY",2,114586
2599,2003,7,"CHA HALLWAY/STAIRWELL/ELEVATOR",172,114625
2600,2003,7,"CHA PARKING LOT/GROUNDS",560,114683
2601,2003,7,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",88,114734
2602,2003,7,"CLEANING STORE",46,114795
2603,2003,7,"COIN OPERATED MACHINE",10,114837
2604,2003,7,"COLLEGE/UNIVERSITY GROUNDS",21,114886
2605,2003,7,"COLLEGE/UNIVERSITY RESIDENCE HALL",1,114940
2606,2003,7,"COMMERCIAL / BUSINESS OFFICE",389,115001
2607,2003,7,"CONSTRUCTION SITE",97,115057
2608,2003,7,"CREDIT UNION",3,115102
2609,2003,7,"CTA BUS",79,115142
2610,2003,7,"CTA GARAGE / OTHER PROPERTY",35,115177
2611,2003,7,"CTA PLATFORM",182,115232
2612,2003,7,"CTA TRAIN",94,115272
2613,2003,7,"CURRENCY EXCHANGE",60,115309
2614,2003,7,"DAY CARE CENTER",12,115354
2615,2003,7,"DELIVERY TRUCK",12,115397
2616,2003,7,"DEPARTMENT STORE",377,115439
2617,2003,7,"DRIVEWAY - RESIDENTIAL",145,115483
2618,2003,7,"DRUG STORE",189,115533
2619,2003,7,"FACTORY/MANUFACTURING BUILDING",63,115571
2620,2003,7,"FEDERAL BUILDING",11,115629
2621,2003,7,"FIRE STATION",10,115673
2622,2003,7,"FOREST PRESERVE",7,115713
2623,2003,7,"GANGWAY",1,115756
2624,2003,7,"GARAGE",3,115791
2625,2003,7,"GAS STATION",477,115825
2626,2003,7,"GAS STATION DRIVE/PROP.",1,115864
2627,2003,7,"GOVERNMENT BUILDING/PROPERTY",75,115915
2628,2003,7,"GROCERY FOOD STORE",600,115971
2629,2003,7,"HALLWAY",1,116017
2630,2003,7,"HIGHWAY/EXPRESSWAY",6,116052
2631,2003,7,"HOSPITAL BUILDING/GROUNDS",107,116098
2632,2003,7,"HOTEL/MOTEL",181,116151
2633,2003,7,"HOUSE",3,116190
2634,2003,7,"LAKEFRONT/WATERFRONT/RIVERBANK",10,116223
2635,2003,7,"LIBRARY",24,116281
2636,2003,7,"MEDICAL/DENTAL OFFICE",39,116316
2637,2003,7,"MOVIE HOUSE/THEATER",15,116365
2638,2003,7,"NEWSSTAND",6,116412
2639,2003,7,"NURSING HOME/RETIREMENT HOME",70,116449
2640,2003,7,"OFFICE",1,116505
2641,2003,7,"OTHER",1680,116539
2642,2003,7,"OTHER COMMERCIAL TRANSPORTATION",20,116572
2643,2003,7,"OTHER RAILROAD PROP / TRAIN DEPOT",46,116631
2644,2003,7,"PARK PROPERTY",560,116692
2645,2003,7,"PARKING LOT",1,116733
2646,2003,7,"PARKING LOT/GARAGE(NON.RESID.)",1319,116772
2647,2003,7,"POLICE FACILITY/VEH PARKING LOT",93,116830
2648,2003,7,"PORCH",5,116889
2649,2003,7,"PUBLIC HIGH SCHOOL",1,116922
2650,2003,7,"RESIDENCE",7284,116968
2651,2003,7,"RESIDENCE PORCH/HALLWAY",936,117005
2652,2003,7,"RESIDENCE-GARAGE",962,117056
2653,2003,7,"RESIDENTIAL YARD (FRONT/BACK)",191,117100
2654,2003,7,"RESTAURANT",510,117157
2655,2003,7,"RETAIL STORE",1,117195
2656,2003,7,"SAVINGS AND LOAN",1,117235
2657,2003,7,"SCHOOL, PRIVATE, BUILDING",60,117279
2658,2003,7,"SCHOOL, PRIVATE, GROUNDS",17,117332
2659,2003,7,"SCHOOL, PUBLIC, BUILDING",273,117384
2660,2003,7,"SCHOOL, PUBLIC, GROUNDS",113,117436
2661,2003,7,"SIDEWALK",3767,117487
2662,2003,7,"SMALL RETAIL STORE",650,117523
2663,2003,7,"SPORTS ARENA/STADIUM",24,117569
2664,2003,7,"STREET",14174,117617
2665,2003,7,"TAVERN/LIQUOR STORE",120,117651
2666,2003,7,"TAXICAB",30,117698
2667,2003,7,"TRUCK",1,117733
2668,2003,7,"VACANT LOT/LAND",151,117766
2669,2003,7,"VEHICLE NON-COMMERCIAL",566,117809
2670,2003,7,"VEHICLE-COMMERCIAL",30,117859
2671,2003,7,"WAREHOUSE",74,117905
2672,2003,8,"ABANDONED BUILDING",34,117942
2673,2003,8,"AIRPORT/AIRCRAFT",117,117988
2674,2003,8,"ALLEY",1157,118032
2675,2003,8,"ANIMAL HOSPITAL",4,118065
2676,2003,8,"APARTMENT",3647,118108
2677,2003,8,"APPLIANCE STORE",3,118145
2678,2003,8,"ATHLETIC CLUB",25,118188
2679,2003,8,"ATM (AUTOMATIC TELLER MACHINE)",4,118229
2680,2003,8,"AUTO",8,118287
2681,2003,8,"BANK",155,118319
2682,2003,8,"BAR OR TAVERN",151,118351
2683,2003,8,"BARBERSHOP",51,118392
2684,2003,8,"BOAT/WATERCRAFT",11,118430
2685,2003,8,"BOWLING ALLEY",4,118473
2686,2003,8,"CAR WASH",17,118514
2687,2003,8,"CEMETARY",1,118550
2688,2003,8,"CHA APARTMENT",366,118586
2689,2003,8,"CHA HALLWAY",2,118627
2690,2003,8,"CHA HALLWAY/STAIRWELL/ELEVATOR",218,118666
2691,2003,8,"CHA PARKING LOT/GROUNDS",615,118724
2692,2003,8,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",69,118775
2693,2003,8,"CLEANING STORE",43,118836
2694,2003,8,"COIN OPERATED MACHINE",15,118878
2695,2003,8,"COLLEGE/UNIVERSITY GROUNDS",25,118927
2696,2003,8,"COLLEGE/UNIVERSITY RESIDENCE HALL",5,118981
2697,2003,8,"COMMERCIAL / BUSINESS OFFICE",403,119042
2698,2003,8,"CONSTRUCTION SITE",103,119098
2699,2003,8,"CONVENIENCE STORE",6,119143
2700,2003,8,"CREDIT UNION",3,119188
2701,2003,8,"CTA BUS",94,119228
2702,2003,8,"CTA GARAGE / OTHER PROPERTY",40,119263
2703,2003,8,"CTA PLATFORM",189,119318
2704,2003,8,"CTA TRAIN",96,119358
2705,2003,8,"CURRENCY EXCHANGE",73,119395
2706,2003,8,"DAY CARE CENTER",14,119440
2707,2003,8,"DELIVERY TRUCK",17,119483
2708,2003,8,"DEPARTMENT STORE",472,119525
2709,2003,8,"DRIVEWAY - RESIDENTIAL",156,119569
2710,2003,8,"DRUG STORE",211,119619
2711,2003,8,"FACTORY/MANUFACTURING BUILDING",72,119657
2712,2003,8,"FEDERAL BUILDING",7,119715
2713,2003,8,"FIRE STATION",4,119759
2714,2003,8,"FOREST PRESERVE",6,119799
2715,2003,8,"GAS STATION",461,119842
2716,2003,8,"GOVERNMENT BUILDING/PROPERTY",83,119881
2717,2003,8,"GROCERY FOOD STORE",638,119937
2718,2003,8,"HIGHWAY/EXPRESSWAY",7,119983
2719,2003,8,"HOSPITAL BUILDING/GROUNDS",123,120029
2720,2003,8,"HOTEL",1,120082
2721,2003,8,"HOTEL/MOTEL",178,120115
2722,2003,8,"HOUSE",1,120154
2723,2003,8,"JAIL / LOCK-UP FACILITY",3,120187
2724,2003,8,"LAKEFRONT/WATERFRONT/RIVERBANK",14,120238
2725,2003,8,"LIBRARY",21,120296
2726,2003,8,"MEDICAL/DENTAL OFFICE",30,120331
2727,2003,8,"MOVIE HOUSE/THEATER",35,120380
2728,2003,8,"NEWSSTAND",4,120427
2729,2003,8,"NURSING HOME/RETIREMENT HOME",63,120464
2730,2003,8,"OTHER",1661,120520
2731,2003,8,"OTHER COMMERCIAL TRANSPORTATION",23,120553
2732,2003,8,"OTHER RAILROAD PROP / TRAIN DEPOT",52,120612
2733,2003,8,"PARK PROPERTY",513,120673
2734,2003,8,"PARKING LOT/GARAGE(NON.RESID.)",1434,120714
2735,2003,8,"POLICE FACILITY/VEH PARKING LOT",102,120772
2736,2003,8,"PORCH",2,120831
2737,2003,8,"RESIDENCE",7201,120864
2738,2003,8,"RESIDENCE PORCH/HALLWAY",938,120901
2739,2003,8,"RESIDENCE-GARAGE",971,120952
2740,2003,8,"RESIDENTIAL YARD (FRONT/BACK)",166,120996
2741,2003,8,"RESTAURANT",525,121053
2742,2003,8,"RETAIL STORE",1,121091
2743,2003,8,"SAVINGS AND LOAN",3,121131
2744,2003,8,"SCHOOL, PRIVATE, BUILDING",53,121175
2745,2003,8,"SCHOOL, PRIVATE, GROUNDS",19,121228
2746,2003,8,"SCHOOL, PUBLIC, BUILDING",188,121280
2747,2003,8,"SCHOOL, PUBLIC, GROUNDS",87,121332
2748,2003,8,"SIDEWALK",3950,121383
2749,2003,8,"SMALL RETAIL STORE",629,121419
2750,2003,8,"SPORTS ARENA/STADIUM",20,121465
2751,2003,8,"STREET",14245,121513
2752,2003,8,"TAVERN/LIQUOR STORE",128,121547
2753,2003,8,"TAXICAB",24,121594
2754,2003,8,"TRUCKING TERMINAL",1,121629
2755,2003,8,"VACANT LOT/LAND",172,121674
2756,2003,8,"VEHICLE NON-COMMERCIAL",634,121717
2757,2003,8,"VEHICLE-COMMERCIAL",37,121767
2758,2003,8,"WAREHOUSE",109,121813
2759,2003,9,"",1,121850
2760,2003,9,"ABANDONED BUILDING",26,121878
2761,2003,9,"AIRPORT/AIRCRAFT",103,121924
2762,2003,9,"ALLEY",984,121968
2763,2003,9,"ANIMAL HOSPITAL",2,122001
2764,2003,9,"APARTMENT",3311,122044
2765,2003,9,"APPLIANCE STORE",6,122081
2766,2003,9,"ATHLETIC CLUB",29,122124
2767,2003,9,"ATM (AUTOMATIC TELLER MACHINE)",9,122165
2768,2003,9,"AUTO",10,122223
2769,2003,9,"BANK",165,122255
2770,2003,9,"BAR OR TAVERN",157,122287
2771,2003,9,"BARBERSHOP",48,122328
2772,2003,9,"BOAT/WATERCRAFT",5,122366
2773,2003,9,"BOWLING ALLEY",7,122409
2774,2003,9,"BRIDGE",1,122450
2775,2003,9,"CAR WASH",14,122484
2776,2003,9,"CEMETARY",2,122520
2777,2003,9,"CHA APARTMENT",309,122556
2778,2003,9,"CHA HALLWAY",1,122597
2779,2003,9,"CHA HALLWAY/STAIRWELL/ELEVATOR",184,122636
2780,2003,9,"CHA LOBBY",1,122694
2781,2003,9,"CHA PARKING LOT/GROUNDS",572,122731
2782,2003,9,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",90,122782
2783,2003,9,"CLEANING STORE",34,122843
2784,2003,9,"COIN OPERATED MACHINE",7,122885
2785,2003,9,"COLLEGE/UNIVERSITY GROUNDS",55,122934
2786,2003,9,"COLLEGE/UNIVERSITY RESIDENCE HALL",4,122988
2787,2003,9,"COMMERCIAL / BUSINESS OFFICE",398,123049
2788,2003,9,"CONSTRUCTION SITE",103,123105
2789,2003,9,"CONVENIENCE STORE",17,123150
2790,2003,9,"CREDIT UNION",5,123195
2791,2003,9,"CTA BUS",117,123235
2792,2003,9,"CTA GARAGE / OTHER PROPERTY",33,123270
2793,2003,9,"CTA PLATFORM",173,123325
2794,2003,9,"CTA TRAIN",90,123365
2795,2003,9,"CURRENCY EXCHANGE",69,123402
2796,2003,9,"DAY CARE CENTER",13,123447
2797,2003,9,"DELIVERY TRUCK",11,123490
2798,2003,9,"DEPARTMENT STORE",378,123532
2799,2003,9,"DRIVEWAY - RESIDENTIAL",161,123576
2800,2003,9,"DRUG STORE",194,123626
2801,2003,9,"FACTORY",1,123664
2802,2003,9,"FACTORY/MANUFACTURING BUILDING",56,123699
2803,2003,9,"FEDERAL BUILDING",7,123757
2804,2003,9,"FIRE STATION",7,123801
2805,2003,9,"FOREST PRESERVE",1,123841
2806,2003,9,"GANGWAY",2,123884
2807,2003,9,"GARAGE",1,123919
2808,2003,9,"GAS STATION",432,123953
2809,2003,9,"GAS STATION DRIVE/PROP.",1,123992
2810,2003,9,"GOVERNMENT BUILDING/PROPERTY",67,124043
2811,2003,9,"GROCERY FOOD STORE",615,124099
2812,2003,9,"HIGHWAY/EXPRESSWAY",9,124145
2813,2003,9,"HOSPITAL",1,124191
2814,2003,9,"HOSPITAL BUILDING/GROUNDS",102,124227
2815,2003,9,"HOTEL/MOTEL",144,124280
2816,2003,9,"HOUSE",3,124319
2817,2003,9,"JAIL / LOCK-UP FACILITY",7,124352
2818,2003,9,"LAKEFRONT/WATERFRONT/RIVERBANK",1,124403
2819,2003,9,"LIBRARY",30,124461
2820,2003,9,"MEDICAL/DENTAL OFFICE",44,124496
2821,2003,9,"MOVIE HOUSE/THEATER",16,124545
2822,2003,9,"NEWSSTAND",2,124592
2823,2003,9,"NURSING HOME/RETIREMENT HOME",68,124629
2824,2003,9,"OTHER",1478,124685
2825,2003,9,"OTHER COMMERCIAL TRANSPORTATION",16,124718
2826,2003,9,"OTHER RAILROAD PROP / TRAIN DEPOT",45,124777
2827,2003,9,"PARK PROPERTY",366,124838
2828,2003,9,"PARKING LOT/GARAGE(NON.RESID.)",1289,124879
2829,2003,9,"POLICE FACILITY/VEH PARKING LOT",90,124937
2830,2003,9,"POOL ROOM",1,124996
2831,2003,9,"PORCH",2,125033
2832,2003,9,"RESIDENCE",6441,125066
2833,2003,9,"RESIDENCE PORCH/HALLWAY",784,125103
2834,2003,9,"RESIDENCE-GARAGE",849,125154
2835,2003,9,"RESIDENTIAL YARD (FRONT/BACK)",153,125198
2836,2003,9,"RESTAURANT",579,125255
2837,2003,9,"SAVINGS AND LOAN",1,125293
2838,2003,9,"SCHOOL, PRIVATE, BUILDING",88,125337
2839,2003,9,"SCHOOL, PRIVATE, GROUNDS",26,125390
2840,2003,9,"SCHOOL, PUBLIC, BUILDING",1024,125442
2841,2003,9,"SCHOOL, PUBLIC, GROUNDS",205,125494
2842,2003,9,"SIDEWALK",3389,125545
2843,2003,9,"SMALL RETAIL STORE",654,125581
2844,2003,9,"SPORTS ARENA/STADIUM",22,125627
2845,2003,9,"STAIRWELL",1,125675
2846,2003,9,"STREET",13437,125712
2847,2003,9,"TAVERN/LIQUOR STORE",141,125746
2848,2003,9,"TAXICAB",34,125793
2849,2003,9,"TRAILER",1,125828
2850,2003,9,"VACANT LOT/LAND",161,125863
2851,2003,9,"VEHICLE NON-COMMERCIAL",519,125906
2852,2003,9,"VEHICLE-COMMERCIAL",35,125956
2853,2003,9,"WAREHOUSE",74,126002
2854,2003,10,"ABANDONED BUILDING",35,126039
2855,2003,10,"AIRPORT/AIRCRAFT",128,126085
2856,2003,10,"ALLEY",950,126129
2857,2003,10,"ANIMAL HOSPITAL",1,126162
2858,2003,10,"APARTMENT",3367,126205
2859,2003,10,"APPLIANCE STORE",9,126242
2860,2003,10,"ATHLETIC CLUB",22,126285
2861,2003,10,"ATM (AUTOMATIC TELLER MACHINE)",8,126326
2862,2003,10,"AUTO",16,126384
2863,2003,10,"BANK",160,126416
2864,2003,10,"BAR OR TAVERN",155,126448
2865,2003,10,"BARBERSHOP",65,126489
2866,2003,10,"BOAT/WATERCRAFT",2,126527
2867,2003,10,"BOWLING ALLEY",5,126570
2868,2003,10,"BRIDGE",1,126611
2869,2003,10,"CAR WASH",13,126645
2870,2003,10,"CEMETARY",2,126681
2871,2003,10,"CHA APARTMENT",315,126717
2872,2003,10,"CHA HALLWAY",1,126758
2873,2003,10,"CHA HALLWAY/STAIRWELL/ELEVATOR",183,126797
2874,2003,10,"CHA PARKING LOT",1,126855
2875,2003,10,"CHA PARKING LOT/GROUNDS",584,126898
2876,2003,10,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",88,126949
2877,2003,10,"CLEANING STORE",39,127010
2878,2003,10,"COIN OPERATED MACHINE",8,127052
2879,2003,10,"COLLEGE/UNIVERSITY GROUNDS",34,127101
2880,2003,10,"COLLEGE/UNIVERSITY RESIDENCE HALL",7,127155
2881,2003,10,"COMMERCIAL / BUSINESS OFFICE",380,127216
2882,2003,10,"CONSTRUCTION SITE",101,127272
2883,2003,10,"CONVENIENCE STORE",32,127317
2884,2003,10,"CREDIT UNION",4,127362
2885,2003,10,"CTA BUS",126,127402
2886,2003,10,"CTA GARAGE / OTHER PROPERTY",40,127437
2887,2003,10,"CTA PLATFORM",213,127492
2888,2003,10,"CTA TRAIN",67,127532
2889,2003,10,"CURRENCY EXCHANGE",76,127569
2890,2003,10,"DAY CARE CENTER",16,127614
2891,2003,10,"DELIVERY TRUCK",19,127657
2892,2003,10,"DEPARTMENT STORE",448,127699
2893,2003,10,"DRIVEWAY - RESIDENTIAL",131,127743
2894,2003,10,"DRUG STORE",254,127793
2895,2003,10,"FACTORY/MANUFACTURING BUILDING",54,127831
2896,2003,10,"FEDERAL BUILDING",6,127889
2897,2003,10,"FIRE STATION",1,127933
2898,2003,10,"FOREST PRESERVE",6,127973
2899,2003,10,"GARAGE",1,128016
2900,2003,10,"GAS STATION",408,128050
2901,2003,10,"GAS STATION DRIVE/PROP.",1,128089
2902,2003,10,"GOVERNMENT BUILDING/PROPERTY",87,128140
2903,2003,10,"GROCERY FOOD STORE",640,128196
2904,2003,10,"HIGHWAY/EXPRESSWAY",3,128242
2905,2003,10,"HOSPITAL BUILDING/GROUNDS",119,128288
2906,2003,10,"HOTEL/MOTEL",167,128341
2907,2003,10,"HOUSE",4,128380
2908,2003,10,"JAIL / LOCK-UP FACILITY",3,128413
2909,2003,10,"LAKEFRONT/WATERFRONT/RIVERBANK",3,128464
2910,2003,10,"LIBRARY",38,128522
2911,2003,10,"MEDICAL/DENTAL OFFICE",49,128557
2912,2003,10,"MOTEL",1,128606
2913,2003,10,"MOVIE HOUSE/THEATER",16,128639
2914,2003,10,"NEWSSTAND",1,128686
2915,2003,10,"NURSING HOME/RETIREMENT HOME",77,128723
2916,2003,10,"OTHER",1630,128779
2917,2003,10,"OTHER COMMERCIAL TRANSPORTATION",17,128812
2918,2003,10,"OTHER RAILROAD PROP / TRAIN DEPOT",40,128871
2919,2003,10,"PARK PROPERTY",306,128932
2920,2003,10,"PARKING LOT",1,128973
2921,2003,10,"PARKING LOT/GARAGE(NON.RESID.)",1286,129012
2922,2003,10,"PAWN SHOP",1,129070
2923,2003,10,"POLICE FACILITY/VEH PARKING LOT",93,129107
2924,2003,10,"POOL ROOM",1,129166
2925,2003,10,"PORCH",2,129203
2926,2003,10,"RESIDENCE",6742,129236
2927,2003,10,"RESIDENCE PORCH/HALLWAY",653,129273
2928,2003,10,"RESIDENCE-GARAGE",927,129324
2929,2003,10,"RESIDENTIAL YARD (FRONT/BACK)",129,129368
2930,2003,10,"RESTAURANT",616,129425
2931,2003,10,"RETAIL STORE",1,129463
2932,2003,10,"SAVINGS AND LOAN",3,129503
2933,2003,10,"SCHOOL, PRIVATE, BUILDING",90,129547
2934,2003,10,"SCHOOL, PRIVATE, GROUNDS",23,129600
2935,2003,10,"SCHOOL, PUBLIC, BUILDING",1409,129652
2936,2003,10,"SCHOOL, PUBLIC, GROUNDS",219,129704
2937,2003,10,"SIDEWALK",3314,129755
2938,2003,10,"SMALL RETAIL STORE",732,129791
2939,2003,10,"SPORTS ARENA/STADIUM",28,129837
2940,2003,10,"STREET",14230,129885
2941,2003,10,"TAVERN/LIQUOR STORE",170,129919
2942,2003,10,"TAXICAB",28,129966
2943,2003,10,"VACANT LOT",1,130001
2944,2003,10,"VACANT LOT/LAND",166,130039
2945,2003,10,"VEHICLE NON-COMMERCIAL",573,130082
2946,2003,10,"VEHICLE-COMMERCIAL",32,130132
2947,2003,10,"WAREHOUSE",72,130178
2948,2003,10,"YARD",1,130215
2949,2003,11,"ABANDONED BUILDING",39,130247
2950,2003,11,"AIRPORT/AIRCRAFT",136,130293
2951,2003,11,"ALLEY",895,130337
2952,2003,11,"ANIMAL HOSPITAL",4,130370
2953,2003,11,"APARTMENT",3269,130413
2954,2003,11,"APPLIANCE STORE",10,130450
2955,2003,11,"ATHLETIC CLUB",28,130493
2956,2003,11,"ATM (AUTOMATIC TELLER MACHINE)",13,130534
2957,2003,11,"AUTO",4,130592
2958,2003,11,"BANK",149,130624
2959,2003,11,"BAR OR TAVERN",178,130656
2960,2003,11,"BARBERSHOP",47,130697
2961,2003,11,"BASEMENT",3,130735
2962,2003,11,"BOWLING ALLEY",6,130771
2963,2003,11,"BRIDGE",1,130812
2964,2003,11,"CAR WASH",26,130846
2965,2003,11,"CEMETARY",1,130882
2966,2003,11,"CHA APARTMENT",300,130918
2967,2003,11,"CHA HALLWAY/STAIRWELL/ELEVATOR",259,130959
2968,2003,11,"CHA PARKING LOT/GROUNDS",563,131017
2969,2003,11,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",75,131068
2970,2003,11,"CLEANING STORE",49,131129
2971,2003,11,"COIN OPERATED MACHINE",3,131171
2972,2003,11,"COLLEGE/UNIVERSITY GROUNDS",41,131220
2973,2003,11,"COLLEGE/UNIVERSITY RESIDENCE HALL",9,131274
2974,2003,11,"COMMERCIAL / BUSINESS OFFICE",309,131335
2975,2003,11,"CONSTRUCTION SITE",112,131391
2976,2003,11,"CONVENIENCE STORE",19,131436
2977,2003,11,"CREDIT UNION",1,131481
2978,2003,11,"CTA BUS",94,131521
2979,2003,11,"CTA GARAGE / OTHER PROPERTY",34,131556
2980,2003,11,"CTA PLATFORM",186,131611
2981,2003,11,"CTA TRAIN",73,131651
2982,2003,11,"CURRENCY EXCHANGE",41,131688
2983,2003,11,"DAY CARE CENTER",6,131733
2984,2003,11,"DELIVERY TRUCK",7,131776
2985,2003,11,"DEPARTMENT STORE",440,131818
2986,2003,11,"DRIVEWAY - RESIDENTIAL",110,131862
2987,2003,11,"DRUG STORE",232,131912
2988,2003,11,"FACTORY/MANUFACTURING BUILDING",49,131950
2989,2003,11,"FEDERAL BUILDING",2,132008
2990,2003,11,"FIRE STATION",2,132052
2991,2003,11,"FOREST PRESERVE",4,132092
2992,2003,11,"GANGWAY",1,132135
2993,2003,11,"GARAGE/AUTO REPAIR",4,132170
2994,2003,11,"GAS STATION",386,132216
2995,2003,11,"GOVERNMENT BUILDING/PROPERTY",68,132255
2996,2003,11,"GROCERY FOOD STORE",621,132311
2997,2003,11,"HALLWAY",2,132357
2998,2003,11,"HOSPITAL BUILDING/GROUNDS",85,132392
2999,2003,11,"HOTEL/MOTEL",165,132445
3000,2003,11,"HOUSE",4,132484
3001,2003,11,"JAIL / LOCK-UP FACILITY",9,132517
3002,2003,11,"LAKEFRONT/WATERFRONT/RIVERBANK",2,132568
3003,2003,11,"LIBRARY",33,132626
3004,2003,11,"MEDICAL/DENTAL OFFICE",42,132661
3005,2003,11,"MOVIE HOUSE/THEATER",12,132710
3006,2003,11,"NEWSSTAND",1,132757
3007,2003,11,"NURSING HOME/RETIREMENT HOME",93,132794
3008,2003,11,"OTHER",1392,132850
3009,2003,11,"OTHER COMMERCIAL TRANSPORTATION",18,132883
3010,2003,11,"OTHER RAILROAD PROP / TRAIN DEPOT",44,132942
3011,2003,11,"PARK PROPERTY",140,133003
3012,2003,11,"PARKING LOT",1,133044
3013,2003,11,"PARKING LOT/GARAGE(NON.RESID.)",1179,133083
3014,2003,11,"POLICE FACILITY/VEH PARKING LOT",81,133141
3015,2003,11,"POOL ROOM",3,133200
3016,2003,11,"PORCH",1,133237
3017,2003,11,"RAILROAD PROPERTY",1,133270
3018,2003,11,"RESIDENCE",6304,133315
3019,2003,11,"RESIDENCE PORCH/HALLWAY",653,133352
3020,2003,11,"RESIDENCE-GARAGE",847,133403
3021,2003,11,"RESIDENTIAL YARD (FRONT/BACK)",91,133447
3022,2003,11,"RESTAURANT",576,133504
3023,2003,11,"SAVINGS AND LOAN",1,133542
3024,2003,11,"SCHOOL, PRIVATE, BUILDING",78,133586
3025,2003,11,"SCHOOL, PRIVATE, GROUNDS",23,133639
3026,2003,11,"SCHOOL, PUBLIC, BUILDING",926,133691
3027,2003,11,"SCHOOL, PUBLIC, GROUNDS",117,133743
3028,2003,11,"SIDEWALK",3053,133794
3029,2003,11,"SMALL RETAIL STORE",696,133830
3030,2003,11,"SPORTS ARENA/STADIUM",23,133876
3031,2003,11,"STREET",11499,133924
3032,2003,11,"TAVERN/LIQUOR STORE",151,133958
3033,2003,11,"TAXICAB",27,134005
3034,2003,11,"VACANT LOT/LAND",132,134040
3035,2003,11,"VEHICLE NON-COMMERCIAL",539,134083
3036,2003,11,"VEHICLE-COMMERCIAL",32,134133
3037,2003,11,"WAREHOUSE",68,134179
3038,2003,11,"YARD",2,134216
3039,2003,12,"ABANDONED BUILDING",19,134248
3040,2003,12,"AIRPORT/AIRCRAFT",129,134294
3041,2003,12,"ALLEY",741,134338
3042,2003,12,"ANIMAL HOSPITAL",2,134371
3043,2003,12,"APARTMENT",3352,134414
3044,2003,12,"APPLIANCE STORE",10,134451
3045,2003,12,"ATHLETIC CLUB",32,134494
3046,2003,12,"ATM (AUTOMATIC TELLER MACHINE)",24,134535
3047,2003,12,"AUTO",9,134593
3048,2003,12,"BANK",172,134625
3049,2003,12,"BAR OR TAVERN",164,134657
3050,2003,12,"BARBERSHOP",43,134698
3051,2003,12,"BASEMENT",1,134736
3052,2003,12,"BOAT/WATERCRAFT",2,134772
3053,2003,12,"CAR WASH",25,134815
3054,2003,12,"CEMETARY",1,134851
3055,2003,12,"CHA APARTMENT",328,134887
3056,2003,12,"CHA HALLWAY",3,134928
3057,2003,12,"CHA HALLWAY/STAIRWELL/ELEVATOR",267,134967
3058,2003,12,"CHA PARKING LOT/GROUNDS",536,135025
3059,2003,12,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",62,135076
3060,2003,12,"CLEANING STORE",40,135137
3061,2003,12,"COIN OPERATED MACHINE",14,135179
3062,2003,12,"COLLEGE/UNIVERSITY GROUNDS",28,135228
3063,2003,12,"COLLEGE/UNIVERSITY RESIDENCE HALL",5,135282
3064,2003,12,"COMMERCIAL / BUSINESS OFFICE",295,135343
3065,2003,12,"CONSTRUCTION SITE",67,135399
3066,2003,12,"CONVENIENCE STORE",17,135444
3067,2003,12,"CREDIT UNION",5,135489
3068,2003,12,"CTA BUS",95,135529
3069,2003,12,"CTA GARAGE / OTHER PROPERTY",34,135564
3070,2003,12,"CTA PLATFORM",152,135619
3071,2003,12,"CTA TRAIN",82,135659
3072,2003,12,"CURRENCY EXCHANGE",63,135696
3073,2003,12,"DAY CARE CENTER",13,135741
3074,2003,12,"DELIVERY TRUCK",16,135784
3075,2003,12,"DEPARTMENT STORE",536,135826
3076,2003,12,"DRIVEWAY - RESIDENTIAL",107,135870
3077,2003,12,"DRUG STORE",234,135920
3078,2003,12,"FACTORY/MANUFACTURING BUILDING",47,135958
3079,2003,12,"FEDERAL BUILDING",4,136016
3080,2003,12,"FIRE STATION",7,136060
3081,2003,12,"FOREST PRESERVE",1,136100
3082,2003,12,"GAS STATION",364,136143
3083,2003,12,"GOVERNMENT BUILDING/PROPERTY",92,136182
3084,2003,12,"GROCERY FOOD STORE",559,136238
3085,2003,12,"HIGHWAY/EXPRESSWAY",3,136284
