,date_crime_year,date_crime_month,location_description,cnt,__fileposition__
11873,2011,12,"BOWLING ALLEY",1,533629
11874,2011,12,"BRIDGE",1,533670
11875,2011,12,"CAR WASH",8,533704
11876,2011,12,"CEMETARY",1,533740
11877,2011,12,"CHA APARTMENT",73,533776
11878,2011,12,"CHA HALLWAY/STAIRWELL/ELEVATOR",16,533817
11879,2011,12,"CHA PARKING LOT/GROUNDS",36,533875
11880,2011,12,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",72,533926
11881,2011,12,"CLEANING STORE",9,533987
11882,2011,12,"COIN OPERATED MACHINE",2,534029
11883,2011,12,"COLLEGE/UNIVERSITY GROUNDS",21,534078
11884,2011,12,"COLLEGE/UNIVERSITY RESIDENCE HALL",8,534132
11885,2011,12,"COMMERCIAL / BUSINESS OFFICE",139,534193
11886,2011,12,"CONSTRUCTION SITE",24,534249
11887,2011,12,"CONVENIENCE STORE",102,534294
11888,2011,12,"CREDIT UNION",5,534339
11889,2011,12,"CTA BUS",127,534379
11890,2011,12,"CTA BUS STOP",56,534414
11891,2011,12,"CTA GARAGE / OTHER PROPERTY",90,534454
11892,2011,12,"CTA PLATFORM",201,534509
11893,2011,12,"CTA TRAIN",124,534549
11894,2011,12,"CURRENCY EXCHANGE",58,534586
11895,2011,12,"DAY CARE CENTER",8,534631
11896,2011,12,"DELIVERY TRUCK",1,534674
11897,2011,12,"DEPARTMENT STORE",444,534716
11898,2011,12,"DRIVEWAY - RESIDENTIAL",50,534760
11899,2011,12,"DRUG STORE",101,534810
11900,2011,12,"FACTORY/MANUFACTURING BUILDING",24,534848
11901,2011,12,"FEDERAL BUILDING",2,534906
11902,2011,12,"FIRE STATION",4,534950
11903,2011,12,"GAS STATION",249,534990
11904,2011,12,"GOVERNMENT BUILDING/PROPERTY",54,535029
11905,2011,12,"GROCERY FOOD STORE",268,535085
11906,2011,12,"HIGHWAY/EXPRESSWAY",4,535131
11907,2011,12,"HOSPITAL BUILDING/GROUNDS",74,535177
11908,2011,12,"HOTEL/MOTEL",106,535230
11909,2011,12,"HOUSE",1,535269
11910,2011,12,"JAIL / LOCK-UP FACILITY",3,535302
11911,2011,12,"LAKEFRONT/WATERFRONT/RIVERBANK",1,535353
11912,2011,12,"LIBRARY",25,535411
11913,2011,12,"MEDICAL/DENTAL OFFICE",24,535446
11914,2011,12,"MOVIE HOUSE/THEATER",9,535495
11915,2011,12,"NURSING HOME/RETIREMENT HOME",61,535542
11916,2011,12,"OTHER",905,535598
11917,2011,12,"OTHER COMMERCIAL TRANSPORTATION",11,535631
11918,2011,12,"OTHER RAILROAD PROP / TRAIN DEPOT",24,535690
11919,2011,12,"PARK PROPERTY",80,535751
11920,2011,12,"PARKING LOT/GARAGE(NON.RESID.)",816,535792
11921,2011,12,"PAWN SHOP",2,535850
11922,2011,12,"POLICE FACILITY/VEH PARKING LOT",93,535887
11923,2011,12,"POOL ROOM",6,535946
11924,2011,12,"PORCH",3,535983
11925,2011,12,"RESIDENCE",4545,536016
11926,2011,12,"RESIDENCE PORCH/HALLWAY",413,536053
11927,2011,12,"RESIDENCE-GARAGE",605,536104
11928,2011,12,"RESIDENTIAL YARD (FRONT/BACK)",492,536148
11929,2011,12,"RESTAURANT",435,536205
11930,2011,12,"RETAIL STORE",1,536243
11931,2011,12,"SAVINGS AND LOAN",3,536283
11932,2011,12,"SCHOOL, PRIVATE, BUILDING",55,536327
11933,2011,12,"SCHOOL, PRIVATE, GROUNDS",15,536380
11934,2011,12,"SCHOOL, PUBLIC, BUILDING",599,536432
11935,2011,12,"SCHOOL, PUBLIC, GROUNDS",136,536484
11936,2011,12,"SIDEWALK",2894,536535
11937,2011,12,"SMALL RETAIL STORE",574,536571
11938,2011,12,"SPORTS ARENA/STADIUM",30,536617
11939,2011,12,"STREET",6142,536665
11940,2011,12,"TAVERN",1,536699
11941,2011,12,"TAVERN/LIQUOR STORE",68,536733
11942,2011,12,"TAXICAB",29,536780
11943,2011,12,"VACANT LOT/LAND",131,536815
11944,2011,12,"VEHICLE NON-COMMERCIAL",405,536858
11945,2011,12,"VEHICLE-COMMERCIAL",25,536908
11946,2011,12,"WAREHOUSE",34,536954
11947,2011,12,"YARD",1,536991
11948,2012,1,"",26,537023
11949,2012,1,"ABANDONED BUILDING",85,537051
11950,2012,1,"AIRCRAFT",1,537097
11951,2012,1,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",8,537133
11952,2012,1,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",2,537208
11953,2012,1,"AIRPORT EXTERIOR - NON-SECURE AREA",8,537279
11954,2012,1,"AIRPORT EXTERIOR - SECURE AREA",4,537341
11955,2012,1,"AIRPORT PARKING LOT",4,537399
11956,2012,1,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",10,537446
11957,2012,1,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",6,537520
11958,2012,1,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",8,537590
11959,2012,1,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",28,537664
11960,2012,1,"AIRPORT TRANSPORTATION SYSTEM (ATS)",2,537734
11961,2012,1,"AIRPORT VENDING ESTABLISHMENT",1,537797
11962,2012,1,"AIRPORT/AIRCRAFT",17,537854
11963,2012,1,"ALLEY",525,537898
11964,2012,1,"ANIMAL HOSPITAL",9,537931
11965,2012,1,"APARTMENT",3439,537974
11966,2012,1,"APPLIANCE STORE",8,538011
11967,2012,1,"ATHLETIC CLUB",75,538054
11968,2012,1,"ATM (AUTOMATIC TELLER MACHINE)",51,538095
11969,2012,1,"AUTO",5,538153
11970,2012,1,"BANK",96,538185
11971,2012,1,"BAR OR TAVERN",190,538217
11972,2012,1,"BARBERSHOP",27,538258
11973,2012,1,"BOWLING ALLEY",5,538296
11974,2012,1,"BRIDGE",2,538337
11975,2012,1,"CAR WASH",7,538371
11976,2012,1,"CEMETARY",2,538407
11977,2012,1,"CHA APARTMENT",70,538443
11978,2012,1,"CHA HALLWAY/STAIRWELL/ELEVATOR",21,538484
11979,2012,1,"CHA PARKING LOT/GROUNDS",69,538542
11980,2012,1,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",72,538593
11981,2012,1,"CLEANING STORE",9,538654
11982,2012,1,"COIN OPERATED MACHINE",2,538696
11983,2012,1,"COLLEGE/UNIVERSITY GROUNDS",24,538745
11984,2012,1,"COLLEGE/UNIVERSITY RESIDENCE HALL",9,538799
11985,2012,1,"COMMERCIAL / BUSINESS OFFICE",190,538860
11986,2012,1,"CONSTRUCTION SITE",29,538916
11987,2012,1,"CONVENIENCE STORE",88,538961
11988,2012,1,"CTA BUS",124,539006
11989,2012,1,"CTA BUS STOP",49,539041
11990,2012,1,"CTA GARAGE / OTHER PROPERTY",95,539081
11991,2012,1,"CTA PLATFORM",196,539136
11992,2012,1,"CTA TRAIN",159,539176
11993,2012,1,"CURRENCY EXCHANGE",29,539213
11994,2012,1,"DAY CARE CENTER",14,539258
11995,2012,1,"DELIVERY TRUCK",1,539301
11996,2012,1,"DEPARTMENT STORE",314,539343
11997,2012,1,"DRIVEWAY - RESIDENTIAL",51,539387
11998,2012,1,"DRUG STORE",98,539437
11999,2012,1,"FACTORY/MANUFACTURING BUILDING",23,539475
12000,2012,1,"FEDERAL BUILDING",2,539533
12001,2012,1,"FIRE STATION",2,539577
12002,2012,1,"GAS STATION",259,539617
12003,2012,1,"GAS STATION DRIVE/PROP.",1,539656
12004,2012,1,"GOVERNMENT BUILDING/PROPERTY",59,539707
12005,2012,1,"GROCERY FOOD STORE",342,539763
12006,2012,1,"HIGHWAY/EXPRESSWAY",4,539809
12007,2012,1,"HOSPITAL BUILDING/GROUNDS",83,539855
12008,2012,1,"HOTEL/MOTEL",96,539908
12009,2012,1,"HOUSE",1,539947
12010,2012,1,"JAIL / LOCK-UP FACILITY",2,539980
12011,2012,1,"LAKEFRONT/WATERFRONT/RIVERBANK",1,540031
12012,2012,1,"LIBRARY",28,540089
12013,2012,1,"MEDICAL/DENTAL OFFICE",23,540124
12014,2012,1,"MOVIE HOUSE/THEATER",1,540173
12015,2012,1,"NURSING HOME/RETIREMENT HOME",49,540220
12016,2012,1,"OTHER",948,540276
12017,2012,1,"OTHER COMMERCIAL TRANSPORTATION",14,540309
12018,2012,1,"OTHER RAILROAD PROP / TRAIN DEPOT",25,540368
12019,2012,1,"PARK PROPERTY",75,540429
12020,2012,1,"PARKING LOT/GARAGE(NON.RESID.)",784,540470
12021,2012,1,"POLICE FACILITY/VEH PARKING LOT",87,540528
12022,2012,1,"POOL ROOM",11,540587
12023,2012,1,"RESIDENCE",4607,540624
12024,2012,1,"RESIDENCE PORCH/HALLWAY",409,540661
12025,2012,1,"RESIDENCE-GARAGE",529,540712
12026,2012,1,"RESIDENTIAL YARD (FRONT/BACK)",434,540756
12027,2012,1,"RESTAURANT",442,540813
12028,2012,1,"SAVINGS AND LOAN",2,540851
12029,2012,1,"SCHOOL, PRIVATE, BUILDING",56,540895
12030,2012,1,"SCHOOL, PRIVATE, GROUNDS",21,540948
12031,2012,1,"SCHOOL, PUBLIC, BUILDING",489,541000
12032,2012,1,"SCHOOL, PUBLIC, GROUNDS",114,541052
12033,2012,1,"SIDEWALK",2848,541103
12034,2012,1,"SMALL RETAIL STORE",464,541139
12035,2012,1,"SPORTS ARENA/STADIUM",22,541185
12036,2012,1,"STREET",5815,541233
12037,2012,1,"TAVERN/LIQUOR STORE",67,541267
12038,2012,1,"TAXICAB",28,541314
12039,2012,1,"VACANT LOT/LAND",113,541349
12040,2012,1,"VEHICLE NON-COMMERCIAL",426,541392
12041,2012,1,"VEHICLE-COMMERCIAL",17,541442
12042,2012,1,"WAREHOUSE",27,541488
12043,2012,2,"",18,541525
12044,2012,2,"ABANDONED BUILDING",76,541553
12045,2012,2,"AIRCRAFT",7,541599
12046,2012,2,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",4,541635
12047,2012,2,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",6,541710
12048,2012,2,"AIRPORT EXTERIOR - NON-SECURE AREA",9,541781
12049,2012,2,"AIRPORT EXTERIOR - SECURE AREA",2,541843
12050,2012,2,"AIRPORT PARKING LOT",2,541901
12051,2012,2,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",14,541948
12052,2012,2,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",2,542022
12053,2012,2,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",9,542092
12054,2012,2,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",26,542166
12055,2012,2,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,542236
12056,2012,2,"AIRPORT/AIRCRAFT",5,542299
12057,2012,2,"ALLEY",522,542343
12058,2012,2,"ANIMAL HOSPITAL",4,542376
12059,2012,2,"APARTMENT",2998,542419
12060,2012,2,"APPLIANCE STORE",7,542456
12061,2012,2,"ATHLETIC CLUB",73,542499
12062,2012,2,"ATM (AUTOMATIC TELLER MACHINE)",73,542540
12063,2012,2,"AUTO",2,542598
12064,2012,2,"BANK",81,542630
12065,2012,2,"BAR OR TAVERN",163,542662
12066,2012,2,"BARBERSHOP",25,542703
12067,2012,2,"BOWLING ALLEY",2,542741
12068,2012,2,"CAR WASH",14,542782
12069,2012,2,"CEMETARY",2,542818
12070,2012,2,"CHA APARTMENT",80,542854
12071,2012,2,"CHA HALLWAY/STAIRWELL/ELEVATOR",18,542895
12072,2012,2,"CHA PARKING LOT/GROUNDS",57,542953
12073,2012,2,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",66,543004
12074,2012,2,"CLEANING STORE",7,543065
12075,2012,2,"COIN OPERATED MACHINE",4,543107
12076,2012,2,"COLLEGE/UNIVERSITY GROUNDS",24,543156
12077,2012,2,"COLLEGE/UNIVERSITY RESIDENCE HALL",10,543210
12078,2012,2,"COMMERCIAL / BUSINESS OFFICE",146,543271
12079,2012,2,"CONSTRUCTION SITE",33,543327
12080,2012,2,"CONVENIENCE STORE",91,543372
12081,2012,2,"CTA BUS",107,543417
12082,2012,2,"CTA BUS STOP",40,543452
12083,2012,2,"CTA GARAGE / OTHER PROPERTY",69,543492
12084,2012,2,"CTA PLATFORM",197,543547
12085,2012,2,"CTA TRAIN",118,543587
12086,2012,2,"CURRENCY EXCHANGE",53,543624
12087,2012,2,"DAY CARE CENTER",10,543669
12088,2012,2,"DELIVERY TRUCK",5,543712
12089,2012,2,"DEPARTMENT STORE",275,543754
12090,2012,2,"DRIVEWAY - RESIDENTIAL",39,543798
12091,2012,2,"DRUG STORE",67,543848
12092,2012,2,"FACTORY/MANUFACTURING BUILDING",12,543886
12093,2012,2,"FEDERAL BUILDING",4,543944
12094,2012,2,"FIRE STATION",4,543988
12095,2012,2,"FOREST PRESERVE",1,544028
12096,2012,2,"GAS STATION",228,544071
12097,2012,2,"GAS STATION DRIVE/PROP.",1,544110
12098,2012,2,"GOVERNMENT BUILDING/PROPERTY",68,544161
12099,2012,2,"GROCERY FOOD STORE",250,544217
12100,2012,2,"HALLWAY",2,544263
12101,2012,2,"HOSPITAL BUILDING/GROUNDS",52,544298
12102,2012,2,"HOTEL/MOTEL",97,544351
12103,2012,2,"HOUSE",2,544390
12104,2012,2,"JAIL / LOCK-UP FACILITY",4,544423
12105,2012,2,"LAKEFRONT/WATERFRONT/RIVERBANK",2,544474
12106,2012,2,"LIBRARY",27,544532
12107,2012,2,"MEDICAL/DENTAL OFFICE",17,544567
12108,2012,2,"MOVIE HOUSE/THEATER",7,544616
12109,2012,2,"NURSING HOME/RETIREMENT HOME",33,544663
12110,2012,2,"OTHER",885,544719
12111,2012,2,"OTHER COMMERCIAL TRANSPORTATION",15,544752
12112,2012,2,"OTHER RAILROAD PROP / TRAIN DEPOT",29,544811
12113,2012,2,"PARK PROPERTY",63,544872
12114,2012,2,"PARKING LOT",1,544913
12115,2012,2,"PARKING LOT/GARAGE(NON.RESID.)",689,544952
12116,2012,2,"PAWN SHOP",1,545010
12117,2012,2,"POLICE FACILITY/VEH PARKING LOT",74,545047
12118,2012,2,"POOL ROOM",11,545106
12119,2012,2,"RESIDENCE",4092,545143
12120,2012,2,"RESIDENCE PORCH/HALLWAY",361,545180
12121,2012,2,"RESIDENCE-GARAGE",389,545231
12122,2012,2,"RESIDENTIAL YARD (FRONT/BACK)",378,545275
12123,2012,2,"RESTAURANT",365,545332
12124,2012,2,"SAVINGS AND LOAN",2,545370
12125,2012,2,"SCHOOL, PRIVATE, BUILDING",76,545414
12126,2012,2,"SCHOOL, PRIVATE, GROUNDS",14,545467
12127,2012,2,"SCHOOL, PUBLIC, BUILDING",716,545519
12128,2012,2,"SCHOOL, PUBLIC, GROUNDS",127,545571
12129,2012,2,"SIDEWALK",2689,545622
12130,2012,2,"SMALL RETAIL STORE",410,545658
12131,2012,2,"SPORTS ARENA/STADIUM",17,545704
12132,2012,2,"STREET",5331,545752
12133,2012,2,"TAVERN/LIQUOR STORE",59,545786
12134,2012,2,"TAXICAB",26,545833
12135,2012,2,"VACANT LOT/LAND",110,545868
12136,2012,2,"VEHICLE NON-COMMERCIAL",403,545911
12137,2012,2,"VEHICLE-COMMERCIAL",21,545961
12138,2012,2,"WAREHOUSE",29,546007
12139,2012,2,"YARD",1,546044
12140,2012,3,"",14,546076
12141,2012,3,"ABANDONED BUILDING",78,546104
12142,2012,3,"AIRCRAFT",2,546150
12143,2012,3,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",12,546186
12144,2012,3,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",4,546261
12145,2012,3,"AIRPORT EXTERIOR - NON-SECURE AREA",12,546332
12146,2012,3,"AIRPORT EXTERIOR - SECURE AREA",4,546394
12147,2012,3,"AIRPORT PARKING LOT",2,546452
12148,2012,3,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",16,546499
12149,2012,3,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",6,546573
12150,2012,3,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",3,546643
12151,2012,3,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",7,546715
12152,2012,3,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",28,546789
12153,2012,3,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,546859
12154,2012,3,"AIRPORT VENDING ESTABLISHMENT",4,546922
12155,2012,3,"AIRPORT/AIRCRAFT",2,546979
12156,2012,3,"ALLEY",700,547023
12157,2012,3,"ANIMAL HOSPITAL",3,547056
12158,2012,3,"APARTMENT",3550,547099
12159,2012,3,"APPLIANCE STORE",11,547136
12160,2012,3,"ATHLETIC CLUB",78,547179
12161,2012,3,"ATM (AUTOMATIC TELLER MACHINE)",82,547220
12162,2012,3,"AUTO",5,547278
12163,2012,3,"BANK",115,547310
12164,2012,3,"BAR OR TAVERN",184,547342
12165,2012,3,"BARBERSHOP",30,547383
12166,2012,3,"BOWLING ALLEY",3,547421
12167,2012,3,"BRIDGE",3,547462
12168,2012,3,"CAR WASH",4,547496
12169,2012,3,"CEMETARY",2,547532
12170,2012,3,"CHA APARTMENT",76,547568
12171,2012,3,"CHA HALLWAY/STAIRWELL/ELEVATOR",14,547609
12172,2012,3,"CHA PARKING LOT/GROUNDS",92,547667
12173,2012,3,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",66,547718
12174,2012,3,"CLEANING STORE",10,547779
12175,2012,3,"COLLEGE/UNIVERSITY GROUNDS",19,547821
12176,2012,3,"COLLEGE/UNIVERSITY RESIDENCE HALL",10,547875
12177,2012,3,"COMMERCIAL / BUSINESS OFFICE",159,547936
12178,2012,3,"CONSTRUCTION SITE",27,547992
12179,2012,3,"CONVENIENCE STORE",89,548037
12180,2012,3,"CREDIT UNION",1,548082
12181,2012,3,"CTA BUS",97,548122
12182,2012,3,"CTA BUS STOP",60,548157
12183,2012,3,"CTA GARAGE / OTHER PROPERTY",86,548197
12184,2012,3,"CTA PLATFORM",217,548252
12185,2012,3,"CTA TRAIN",142,548292
12186,2012,3,"CURRENCY EXCHANGE",63,548329
12187,2012,3,"DAY CARE CENTER",17,548374
12188,2012,3,"DELIVERY TRUCK",1,548417
12189,2012,3,"DEPARTMENT STORE",348,548459
12190,2012,3,"DRIVEWAY - RESIDENTIAL",50,548503
12191,2012,3,"DRUG STORE",100,548553
12192,2012,3,"FACTORY/MANUFACTURING BUILDING",12,548591
12193,2012,3,"FEDERAL BUILDING",2,548649
12194,2012,3,"FIRE STATION",5,548693
12195,2012,3,"FOREST PRESERVE",2,548733
12196,2012,3,"GAS STATION",274,548776
12197,2012,3,"GOVERNMENT BUILDING/PROPERTY",51,548815
12198,2012,3,"GROCERY FOOD STORE",262,548871
12199,2012,3,"HIGHWAY/EXPRESSWAY",7,548917
12200,2012,3,"HOSPITAL BUILDING/GROUNDS",81,548963
12201,2012,3,"HOTEL/MOTEL",115,549016
12202,2012,3,"HOUSE",1,549055
12203,2012,3,"JAIL / LOCK-UP FACILITY",3,549088
12204,2012,3,"LAKEFRONT/WATERFRONT/RIVERBANK",4,549139
12205,2012,3,"LIBRARY",27,549197
12206,2012,3,"MEDICAL/DENTAL OFFICE",32,549232
12207,2012,3,"MOVIE HOUSE/THEATER",6,549281
12208,2012,3,"NURSING HOME/RETIREMENT HOME",54,549328
12209,2012,3,"OTHER",953,549384
12210,2012,3,"OTHER COMMERCIAL TRANSPORTATION",11,549417
12211,2012,3,"OTHER RAILROAD PROP / TRAIN DEPOT",24,549476
12212,2012,3,"PARK PROPERTY",182,549537
12213,2012,3,"PARKING LOT/GARAGE(NON.RESID.)",844,549578
12214,2012,3,"POLICE FACILITY/VEH PARKING LOT",81,549636
12215,2012,3,"POOL ROOM",2,549695
12216,2012,3,"PORCH",4,549732
12217,2012,3,"PUBLIC HIGH SCHOOL",1,549765
12218,2012,3,"RESIDENCE",4608,549811
12219,2012,3,"RESIDENCE PORCH/HALLWAY",490,549848
12220,2012,3,"RESIDENCE-GARAGE",429,549899
12221,2012,3,"RESIDENTIAL YARD (FRONT/BACK)",592,549943
12222,2012,3,"RESTAURANT",400,550000
12223,2012,3,"RETAIL STORE",2,550038
12224,2012,3,"SAVINGS AND LOAN",1,550078
12225,2012,3,"SCHOOL, PRIVATE, BUILDING",70,550122
12226,2012,3,"SCHOOL, PRIVATE, GROUNDS",22,550175
12227,2012,3,"SCHOOL, PUBLIC, BUILDING",757,550227
12228,2012,3,"SCHOOL, PUBLIC, GROUNDS",161,550279
12229,2012,3,"SIDEWALK",3390,550330
12230,2012,3,"SMALL RETAIL STORE",451,550366
12231,2012,3,"SPORTS ARENA/STADIUM",21,550412
12232,2012,3,"STREET",6676,550460
12233,2012,3,"TAVERN/LIQUOR STORE",66,550494
12234,2012,3,"TAXICAB",31,550541
12235,2012,3,"VACANT LOT/LAND",126,550576
12236,2012,3,"VEHICLE NON-COMMERCIAL",445,550619
12237,2012,3,"VEHICLE-COMMERCIAL",26,550669
12238,2012,3,"WAREHOUSE",28,550715
12239,2012,3,"YARD",3,550752
12240,2012,4,"",20,550784
12241,2012,4,"ABANDONED BUILDING",92,550812
12242,2012,4,"AIRCRAFT",5,550858
12243,2012,4,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",8,550894
12244,2012,4,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",3,550969
12245,2012,4,"AIRPORT EXTERIOR - NON-SECURE AREA",5,551040
12246,2012,4,"AIRPORT EXTERIOR - SECURE AREA",2,551102
12247,2012,4,"AIRPORT PARKING LOT",7,551160
12248,2012,4,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",17,551207
12249,2012,4,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",1,551281
12250,2012,4,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",4,551351
12251,2012,4,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",18,551425
12252,2012,4,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,551495
12253,2012,4,"AIRPORT VENDING ESTABLISHMENT",4,551558
12254,2012,4,"AIRPORT/AIRCRAFT",7,551615
12255,2012,4,"ALLEY",630,551659
12256,2012,4,"ANIMAL HOSPITAL",5,551692
12257,2012,4,"APARTMENT",3336,551735
12258,2012,4,"APPLIANCE STORE",2,551772
12259,2012,4,"ATHLETIC CLUB",51,551815
12260,2012,4,"ATM (AUTOMATIC TELLER MACHINE)",51,551856
12261,2012,4,"AUTO",5,551914
12262,2012,4,"BANK",113,551946
12263,2012,4,"BAR OR TAVERN",204,551978
12264,2012,4,"BARBERSHOP",23,552019
12265,2012,4,"BOAT/WATERCRAFT",2,552057
12266,2012,4,"BOWLING ALLEY",1,552100
12267,2012,4,"BRIDGE",1,552141
12268,2012,4,"CAR WASH",6,552175
12269,2012,4,"CEMETARY",2,552211
12270,2012,4,"CHA APARTMENT",92,552247
12271,2012,4,"CHA HALLWAY/STAIRWELL/ELEVATOR",15,552288
12272,2012,4,"CHA PARKING LOT/GROUNDS",92,552346
12273,2012,4,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",84,552397
12274,2012,4,"CLEANING STORE",8,552458
12275,2012,4,"COIN OPERATED MACHINE",2,552500
12276,2012,4,"COLLEGE/UNIVERSITY GROUNDS",21,552549
12277,2012,4,"COLLEGE/UNIVERSITY RESIDENCE HALL",11,552603
12278,2012,4,"COMMERCIAL / BUSINESS OFFICE",150,552664
12279,2012,4,"CONSTRUCTION SITE",26,552720
12280,2012,4,"CONVENIENCE STORE",100,552765
12281,2012,4,"CREDIT UNION",6,552810
12282,2012,4,"CTA BUS",107,552850
12283,2012,4,"CTA BUS STOP",69,552885
12284,2012,4,"CTA GARAGE / OTHER PROPERTY",89,552925
12285,2012,4,"CTA PLATFORM",204,552980
12286,2012,4,"CTA TRAIN",132,553020
12287,2012,4,"CURRENCY EXCHANGE",33,553057
12288,2012,4,"DAY CARE CENTER",6,553102
12289,2012,4,"DELIVERY TRUCK",3,553145
12290,2012,4,"DEPARTMENT STORE",313,553187
12291,2012,4,"DRIVEWAY - RESIDENTIAL",61,553231
12292,2012,4,"DRUG STORE",86,553281
12293,2012,4,"FACTORY/MANUFACTURING BUILDING",26,553319
12294,2012,4,"FEDERAL BUILDING",2,553377
12295,2012,4,"FIRE STATION",1,553421
12296,2012,4,"FOREST PRESERVE",2,553461
12297,2012,4,"GARAGE",1,553504
12298,2012,4,"GAS STATION",242,553538
12299,2012,4,"GOVERNMENT BUILDING/PROPERTY",72,553577
12300,2012,4,"GROCERY FOOD STORE",284,553633
12301,2012,4,"HIGHWAY/EXPRESSWAY",2,553679
12302,2012,4,"HOSPITAL BUILDING/GROUNDS",67,553725
12303,2012,4,"HOTEL/MOTEL",89,553778
12304,2012,4,"HOUSE",3,553817
12305,2012,4,"JAIL / LOCK-UP FACILITY",3,553850
12306,2012,4,"LAKEFRONT/WATERFRONT/RIVERBANK",1,553901
12307,2012,4,"LIBRARY",19,553959
12308,2012,4,"MEDICAL/DENTAL OFFICE",28,553994
12309,2012,4,"MOVIE HOUSE/THEATER",11,554043
12310,2012,4,"NURSING HOME/RETIREMENT HOME",41,554090
12311,2012,4,"OTHER",915,554146
12312,2012,4,"OTHER COMMERCIAL TRANSPORTATION",17,554179
12313,2012,4,"OTHER RAILROAD PROP / TRAIN DEPOT",33,554238
12314,2012,4,"PARK PROPERTY",177,554299
12315,2012,4,"PARKING LOT/GARAGE(NON.RESID.)",769,554340
12316,2012,4,"PAWN SHOP",2,554398
12317,2012,4,"POLICE FACILITY/VEH PARKING LOT",79,554435
12318,2012,4,"POOL ROOM",7,554494
12319,2012,4,"PORCH",5,554531
12320,2012,4,"RESIDENCE",4396,554564
12321,2012,4,"RESIDENCE PORCH/HALLWAY",456,554601
12322,2012,4,"RESIDENCE-GARAGE",446,554652
12323,2012,4,"RESIDENTIAL YARD (FRONT/BACK)",728,554696
12324,2012,4,"RESTAURANT",403,554753
12325,2012,4,"SCHOOL, PRIVATE, BUILDING",54,554791
12326,2012,4,"SCHOOL, PRIVATE, GROUNDS",10,554844
12327,2012,4,"SCHOOL, PUBLIC, BUILDING",461,554896
12328,2012,4,"SCHOOL, PUBLIC, GROUNDS",135,554948
12329,2012,4,"SIDEWALK",3172,554999
12330,2012,4,"SMALL RETAIL STORE",491,555035
12331,2012,4,"SPORTS ARENA/STADIUM",25,555081
12332,2012,4,"STREET",6445,555129
12333,2012,4,"TAVERN/LIQUOR STORE",66,555163
12334,2012,4,"TAXI CAB",1,555210
12335,2012,4,"TAXICAB",35,555246
12336,2012,4,"VACANT LOT/LAND",158,555281
12337,2012,4,"VEHICLE NON-COMMERCIAL",403,555324
12338,2012,4,"VEHICLE-COMMERCIAL",25,555374
12339,2012,4,"WAREHOUSE",24,555420
12340,2012,4,"YARD",1,555457
12341,2012,5,"",13,555489
12342,2012,5,"ABANDONED BUILDING",83,555517
12343,2012,5,"AIRCRAFT",2,555563
12344,2012,5,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",8,555599
12345,2012,5,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",6,555674
12346,2012,5,"AIRPORT EXTERIOR - NON-SECURE AREA",9,555745
12347,2012,5,"AIRPORT EXTERIOR - SECURE AREA",4,555807
12348,2012,5,"AIRPORT PARKING LOT",1,555865
12349,2012,5,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",10,555912
12350,2012,5,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",12,555986
12351,2012,5,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",1,556056
12352,2012,5,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",8,556128
