,date_crime_year,date_crime_month,primary_type,cnt,__fileposition__
1,2001,1,"ARSON",67,0
2,2001,1,"ASSAULT",2123,33
3,2001,1,"BATTERY",6525,68
4,2001,1,"BURGLARY",1934,103
5,2001,1,"CRIM SEXUAL ASSAULT",162,139
6,2001,1,"CRIMINAL DAMAGE",3966,186
7,2001,1,"CRIMINAL TRESPASS",1191,229
8,2001,1,"DECEPTIVE PRACTICE",1387,274
9,2001,1,"DOMESTIC VIOLENCE",1,320
10,2001,1,"GAMBLING",44,365
11,2001,1,"HOMICIDE",42,401
12,2001,1,"INTERFERENCE WITH PUBLIC OFFICER",36,437
13,2001,1,"INTIMIDATION",18,497
14,2001,1,"KIDNAPPING",75,537
15,2001,1,"LIQUOR LAW VIOLATION",101,575
16,2001,1,"MOTOR VEHICLE THEFT",2095,623
17,2001,1,"NARCOTICS",4714,670
18,2001,1,"OBSCENITY",2,707
19,2001,1,"OFFENSE INVOLVING CHILDREN",239,744
20,2001,1,"OTHER NARCOTIC VIOLATION",1,798
21,2001,1,"OTHER OFFENSE",2799,850
22,2001,1,"PROSTITUTION",563,891
23,2001,1,"PUBLIC PEACE VIOLATION",161,931
24,2001,1,"RITUALISM",2,981
25,2001,1,"ROBBERY",1396,1018
26,2001,1,"SEX OFFENSE",218,1053
27,2001,1,"STALKING",26,1092
28,2001,1,"THEFT",7866,1128
29,2001,1,"WEAPONS VIOLATION",337,1161
30,2001,2,"ARSON",57,1206
31,2001,2,"ASSAULT",2029,1239
32,2001,2,"BATTERY",6040,1274
33,2001,2,"BURGLARY",1666,1309
34,2001,2,"CRIM SEXUAL ASSAULT",135,1345
35,2001,2,"CRIMINAL DAMAGE",3664,1392
36,2001,2,"CRIMINAL TRESPASS",1063,1435
37,2001,2,"DECEPTIVE PRACTICE",1159,1480
38,2001,2,"GAMBLING",37,1526
39,2001,2,"HOMICIDE",27,1562
40,2001,2,"INTERFERENCE WITH PUBLIC OFFICER",27,1598
41,2001,2,"INTIMIDATION",24,1658
42,2001,2,"KIDNAPPING",57,1698
43,2001,2,"LIQUOR LAW VIOLATION",109,1736
44,2001,2,"MOTOR VEHICLE THEFT",1785,1784
45,2001,2,"NARCOTICS",4369,1831
46,2001,2,"OBSCENITY",1,1868
47,2001,2,"OFFENSE INVOLVING CHILDREN",152,1905
48,2001,2,"OTHER OFFENSE",2487,1959
49,2001,2,"PROSTITUTION",426,2000
50,2001,2,"PUBLIC INDECENCY",1,2040
51,2001,2,"PUBLIC PEACE VIOLATION",173,2084
52,2001,2,"ROBBERY",1159,2134
53,2001,2,"SEX OFFENSE",149,2169
54,2001,2,"STALKING",13,2208
55,2001,2,"THEFT",6669,2244
56,2001,2,"WEAPONS VIOLATION",301,2277
57,2001,3,"ARSON",93,2322
58,2001,3,"ASSAULT",2824,2355
59,2001,3,"BATTERY",7659,2390
60,2001,3,"BURGLARY",1832,2425
61,2001,3,"CRIM SEXUAL ASSAULT",153,2461
62,2001,3,"CRIMINAL DAMAGE",4615,2508
63,2001,3,"CRIMINAL TRESPASS",1141,2551
64,2001,3,"DECEPTIVE PRACTICE",1308,2596
65,2001,3,"GAMBLING",55,2642
66,2001,3,"HOMICIDE",37,2678
67,2001,3,"INTERFERENCE WITH PUBLIC OFFICER",22,2714
68,2001,3,"INTIMIDATION",22,2774
69,2001,3,"KIDNAPPING",72,2814
70,2001,3,"LIQUOR LAW VIOLATION",147,2852
71,2001,3,"MOTOR VEHICLE THEFT",2151,2900
72,2001,3,"NARCOTICS",4862,2947
73,2001,3,"OBSCENITY",2,2984
74,2001,3,"OFFENSE INVOLVING CHILDREN",194,3021
75,2001,3,"OTHER OFFENSE",2836,3075
76,2001,3,"PROSTITUTION",550,3116
77,2001,3,"PUBLIC PEACE VIOLATION",267,3156
78,2001,3,"RITUALISM",2,3206
79,2001,3,"ROBBERY",1399,3243
80,2001,3,"SEX OFFENSE",184,3278
81,2001,3,"STALKING",17,3317
82,2001,3,"THEFT",7765,3353
83,2001,3,"WEAPONS VIOLATION",344,3386
84,2001,4,"ARSON",89,3431
85,2001,4,"ASSAULT",2746,3464
86,2001,4,"BATTERY",8325,3499
87,2001,4,"BURGLARY",1931,3534
88,2001,4,"CRIM SEXUAL ASSAULT",132,3570
89,2001,4,"CRIMINAL DAMAGE",4922,3617
90,2001,4,"CRIMINAL TRESPASS",1133,3660
91,2001,4,"DECEPTIVE PRACTICE",1197,3705
92,2001,4,"GAMBLING",79,3751
93,2001,4,"HOMICIDE",59,3787
94,2001,4,"INTERFERENCE WITH PUBLIC OFFICER",34,3823
95,2001,4,"INTIMIDATION",21,3883
96,2001,4,"KIDNAPPING",49,3923
97,2001,4,"LIQUOR LAW VIOLATION",164,3961
98,2001,4,"MOTOR VEHICLE THEFT",2119,4009
99,2001,4,"NARCOTICS",4044,4056
100,2001,4,"OBSCENITY",2,4093
101,2001,4,"OFFENSE INVOLVING CHILDREN",194,4130
102,2001,4,"OTHER OFFENSE",2483,4184
103,2001,4,"PROSTITUTION",564,4225
104,2001,4,"PUBLIC INDECENCY",1,4265
105,2001,4,"PUBLIC PEACE VIOLATION",229,4309
106,2001,4,"RITUALISM",1,4359
107,2001,4,"ROBBERY",1341,4396
108,2001,4,"SEX OFFENSE",168,4431
109,2001,4,"STALKING",29,4470
110,2001,4,"THEFT",7702,4506
111,2001,4,"WEAPONS VIOLATION",321,4539
112,2001,5,"ARSON",94,4584
113,2001,5,"ASSAULT",2903,4617
114,2001,5,"BATTERY",8887,4652
115,2001,5,"BURGLARY",1997,4687
116,2001,5,"CRIM SEXUAL ASSAULT",156,4723
117,2001,5,"CRIMINAL DAMAGE",4756,4770
118,2001,5,"CRIMINAL TRESPASS",1067,4813
119,2001,5,"DECEPTIVE PRACTICE",1255,4858
120,2001,5,"GAMBLING",94,4904
121,2001,5,"HOMICIDE",42,4940
122,2001,5,"INTERFERENCE WITH PUBLIC OFFICER",41,4976
123,2001,5,"INTIMIDATION",25,5036
124,2001,5,"KIDNAPPING",56,5076
125,2001,5,"LIQUOR LAW VIOLATION",194,5114
126,2001,5,"MOTOR VEHICLE THEFT",2197,5162
127,2001,5,"NARCOTICS",4038,5209
128,2001,5,"OBSCENITY",1,5246
129,2001,5,"OFFENSE INVOLVING CHILDREN",208,5283
130,2001,5,"OTHER NARCOTIC VIOLATION",2,5337
131,2001,5,"OTHER OFFENSE",2529,5389
132,2001,5,"PROSTITUTION",503,5430
133,2001,5,"PUBLIC INDECENCY",1,5470
134,2001,5,"PUBLIC PEACE VIOLATION",239,5514
135,2001,5,"RITUALISM",1,5564
136,2001,5,"ROBBERY",1491,5601
137,2001,5,"SEX OFFENSE",224,5636
138,2001,5,"STALKING",11,5675
139,2001,5,"THEFT",8417,5711
140,2001,5,"WEAPONS VIOLATION",390,5744
141,2001,6,"ARSON",87,5789
142,2001,6,"ASSAULT",2767,5822
143,2001,6,"BATTERY",8758,5857
144,2001,6,"BURGLARY",2087,5892
145,2001,6,"CRIM SEXUAL ASSAULT",165,5928
146,2001,6,"CRIMINAL DAMAGE",4772,5975
147,2001,6,"CRIMINAL TRESPASS",1087,6018
148,2001,6,"DECEPTIVE PRACTICE",1228,6063
149,2001,6,"GAMBLING",97,6109
150,2001,6,"HOMICIDE",69,6145
151,2001,6,"INTERFERENCE WITH PUBLIC OFFICER",43,6181
152,2001,6,"INTIMIDATION",33,6241
153,2001,6,"KIDNAPPING",119,6281
154,2001,6,"LIQUOR LAW VIOLATION",143,6319
155,2001,6,"MOTOR VEHICLE THEFT",2278,6367
156,2001,6,"NARCOTICS",4034,6414
157,2001,6,"OBSCENITY",1,6451
158,2001,6,"OFFENSE INVOLVING CHILDREN",216,6488
159,2001,6,"OTHER OFFENSE",2437,6542
160,2001,6,"PROSTITUTION",443,6583
161,2001,6,"PUBLIC INDECENCY",1,6623
162,2001,6,"PUBLIC PEACE VIOLATION",228,6667
163,2001,6,"ROBBERY",1448,6717
164,2001,6,"SEX OFFENSE",204,6752
165,2001,6,"STALKING",19,6791
166,2001,6,"THEFT",8609,6827
167,2001,6,"WEAPONS VIOLATION",349,6860
168,2001,7,"ARSON",124,6905
169,2001,7,"ASSAULT",3019,6938
170,2001,7,"BATTERY",9112,6973
171,2001,7,"BURGLARY",2499,7008
172,2001,7,"CRIM SEXUAL ASSAULT",186,7044
173,2001,7,"CRIMINAL DAMAGE",5271,7091
174,2001,7,"CRIMINAL TRESPASS",1046,7134
175,2001,7,"DECEPTIVE PRACTICE",1184,7179
176,2001,7,"GAMBLING",99,7225
177,2001,7,"HOMICIDE",78,7261
178,2001,7,"INTERFERENCE WITH PUBLIC OFFICER",32,7297
179,2001,7,"INTIMIDATION",23,7357
180,2001,7,"KIDNAPPING",107,7397
181,2001,7,"LIQUOR LAW VIOLATION",164,7435
182,2001,7,"MOTOR VEHICLE THEFT",2569,7483
183,2001,7,"NARCOTICS",3897,7530
184,2001,7,"OBSCENITY",2,7567
185,2001,7,"OFFENSE INVOLVING CHILDREN",208,7604
186,2001,7,"OTHER NARCOTIC VIOLATION",2,7658
187,2001,7,"OTHER OFFENSE",2622,7710
188,2001,7,"PROSTITUTION",533,7751
189,2001,7,"PUBLIC PEACE VIOLATION",213,7791
190,2001,7,"ROBBERY",1658,7841
191,2001,7,"SEX OFFENSE",242,7876
192,2001,7,"STALKING",16,7915
193,2001,7,"THEFT",9448,7951
194,2001,7,"WEAPONS VIOLATION",336,7984
195,2001,8,"ARSON",87,8029
196,2001,8,"ASSAULT",3021,8062
197,2001,8,"BATTERY",8368,8097
198,2001,8,"BURGLARY",2451,8132
199,2001,8,"CRIM SEXUAL ASSAULT",167,8168
200,2001,8,"CRIMINAL DAMAGE",5107,8215
201,2001,8,"CRIMINAL TRESPASS",1122,8258
202,2001,8,"DECEPTIVE PRACTICE",1281,8303
203,2001,8,"GAMBLING",109,8349
204,2001,8,"HOMICIDE",58,8385
205,2001,8,"INTERFERENCE WITH PUBLIC OFFICER",36,8421
206,2001,8,"INTIMIDATION",16,8481
207,2001,8,"KIDNAPPING",88,8521
208,2001,8,"LIQUOR LAW VIOLATION",133,8559
209,2001,8,"MOTOR VEHICLE THEFT",2341,8607
210,2001,8,"NARCOTICS",4237,8654
211,2001,8,"OBSCENITY",2,8691
212,2001,8,"OFFENSE INVOLVING CHILDREN",185,8728
213,2001,8,"OTHER OFFENSE",2612,8782
214,2001,8,"PROSTITUTION",507,8823
215,2001,8,"PUBLIC INDECENCY",2,8863
216,2001,8,"PUBLIC PEACE VIOLATION",215,8907
217,2001,8,"RITUALISM",1,8957
218,2001,8,"ROBBERY",1704,8994
219,2001,8,"SEX OFFENSE",210,9029
220,2001,8,"STALKING",13,9068
221,2001,8,"THEFT",9608,9104
222,2001,8,"WEAPONS VIOLATION",351,9137
223,2001,9,"ARSON",72,9182
224,2001,9,"ASSAULT",2859,9215
225,2001,9,"BATTERY",8012,9250
226,2001,9,"BURGLARY",2393,9285
227,2001,9,"CRIM SEXUAL ASSAULT",141,9321
228,2001,9,"CRIMINAL DAMAGE",4695,9368
229,2001,9,"CRIMINAL TRESPASS",1176,9411
230,2001,9,"DECEPTIVE PRACTICE",1182,9456
231,2001,9,"GAMBLING",104,9502
232,2001,9,"HOMICIDE",71,9538
233,2001,9,"INTERFERENCE WITH PUBLIC OFFICER",41,9574
234,2001,9,"INTIMIDATION",27,9634
235,2001,9,"KIDNAPPING",91,9674
236,2001,9,"LIQUOR LAW VIOLATION",131,9712
237,2001,9,"MOTOR VEHICLE THEFT",2514,9760
238,2001,9,"NARCOTICS",3667,9807
239,2001,9,"OBSCENITY",2,9844
240,2001,9,"OFFENSE INVOLVING CHILDREN",171,9881
241,2001,9,"OTHER NARCOTIC VIOLATION",1,9935
242,2001,9,"OTHER OFFENSE",2291,9987
243,2001,9,"PROSTITUTION",423,10028
244,2001,9,"PUBLIC INDECENCY",1,10068
245,2001,9,"PUBLIC PEACE VIOLATION",374,10112
246,2001,9,"ROBBERY",1757,10162
247,2001,9,"SEX OFFENSE",151,10197
248,2001,9,"STALKING",11,10236
249,2001,9,"THEFT",8772,10272
250,2001,9,"WEAPONS VIOLATION",370,10305
251,2001,10,"ARSON",100,10350
252,2001,10,"ASSAULT",2621,10383
253,2001,10,"BATTERY",8011,10418
254,2001,10,"BURGLARY",2664,10453
255,2001,10,"CRIM SEXUAL ASSAULT",148,10489
256,2001,10,"CRIMINAL DAMAGE",5129,10536
257,2001,10,"CRIMINAL TRESPASS",1142,10579
258,2001,10,"DECEPTIVE PRACTICE",1282,10624
259,2001,10,"GAMBLING",89,10670
260,2001,10,"HOMICIDE",71,10706
261,2001,10,"INTERFERENCE WITH PUBLIC OFFICER",21,10742
262,2001,10,"INTIMIDATION",28,10802
263,2001,10,"KIDNAPPING",59,10842
264,2001,10,"LIQUOR LAW VIOLATION",123,10880
265,2001,10,"MOTOR VEHICLE THEFT",2899,10928
266,2001,10,"NARCOTICS",4017,10975
267,2001,10,"OBSCENITY",1,11012
268,2001,10,"OFFENSE INVOLVING CHILDREN",141,11049
269,2001,10,"OTHER OFFENSE",2221,11103
270,2001,10,"PROSTITUTION",473,11144
271,2001,10,"PUBLIC INDECENCY",1,11184
272,2001,10,"PUBLIC PEACE VIOLATION",313,11228
273,2001,10,"ROBBERY",1857,11278
274,2001,10,"SEX OFFENSE",176,11313
275,2001,10,"STALKING",14,11352
276,2001,10,"THEFT",8998,11388
277,2001,10,"WEAPONS VIOLATION",427,11421
278,2001,11,"ARSON",65,11466
279,2001,11,"ASSAULT",2394,11499
280,2001,11,"BATTERY",7098,11534
281,2001,11,"BURGLARY",2444,11569
282,2001,11,"CRIM SEXUAL ASSAULT",135,11605
283,2001,11,"CRIMINAL DAMAGE",4698,11652
284,2001,11,"CRIMINAL TRESPASS",1092,11695
285,2001,11,"DECEPTIVE PRACTICE",1178,11740
286,2001,11,"GAMBLING",77,11786
287,2001,11,"HOMICIDE",64,11822
288,2001,11,"INTERFERENCE WITH PUBLIC OFFICER",47,11858
289,2001,11,"INTIMIDATION",19,11918
290,2001,11,"KIDNAPPING",74,11958
291,2001,11,"LIQUOR LAW VIOLATION",132,11996
292,2001,11,"MOTOR VEHICLE THEFT",2378,12044
293,2001,11,"NARCOTICS",4350,12091
294,2001,11,"OBSCENITY",3,12128
295,2001,11,"OFFENSE INVOLVING CHILDREN",158,12165
296,2001,11,"OTHER OFFENSE",2295,12219
297,2001,11,"PROSTITUTION",592,12260
298,2001,11,"PUBLIC INDECENCY",1,12300
299,2001,11,"PUBLIC PEACE VIOLATION",174,12344
300,2001,11,"ROBBERY",1595,12394
301,2001,11,"SEX OFFENSE",160,12429
302,2001,11,"STALKING",17,12468
303,2001,11,"THEFT",7943,12504
304,2001,11,"WEAPONS VIOLATION",413,12537
305,2001,12,"ARSON",75,12582
306,2001,12,"ASSAULT",2078,12615
307,2001,12,"BATTERY",6652,12650
308,2001,12,"BURGLARY",2113,12685
309,2001,12,"CRIM SEXUAL ASSAULT",116,12721
310,2001,12,"CRIMINAL DAMAGE",4256,12768
311,2001,12,"CRIMINAL TRESPASS",980,12811
312,2001,12,"DECEPTIVE PRACTICE",1256,12856
313,2001,12,"GAMBLING",50,12902
314,2001,12,"HOMICIDE",49,12938
315,2001,12,"INTERFERENCE WITH PUBLIC OFFICER",26,12974
316,2001,12,"INTIMIDATION",23,13034
317,2001,12,"KIDNAPPING",86,13074
318,2001,12,"LIQUOR LAW VIOLATION",96,13112
319,2001,12,"MOTOR VEHICLE THEFT",2223,13160
320,2001,12,"NARCOTICS",4338,13207
321,2001,12,"OFFENSE INVOLVING CHILDREN",171,13244
322,2001,12,"OTHER OFFENSE",2044,13298
323,2001,12,"PROSTITUTION",449,13339
324,2001,12,"PUBLIC PEACE VIOLATION",164,13379
325,2001,12,"RITUALISM",1,13429
326,2001,12,"ROBBERY",1636,13466
327,2001,12,"SEX OFFENSE",143,13501
328,2001,12,"STALKING",17,13540
329,2001,12,"THEFT",7467,13576
330,2001,12,"WEAPONS VIOLATION",335,13609
331,2002,1,"ARSON",93,13654
332,2002,1,"ASSAULT",2262,13687
333,2002,1,"BATTERY",6700,13722
334,2002,1,"BURGLARY",2095,13757
335,2002,1,"CRIM SEXUAL ASSAULT",168,13793
336,2002,1,"CRIMINAL DAMAGE",4221,13840
337,2002,1,"CRIMINAL TRESPASS",1113,13883
338,2002,1,"DECEPTIVE PRACTICE",1215,13928
339,2002,1,"GAMBLING",50,13974
340,2002,1,"HOMICIDE",45,14010
341,2002,1,"INTERFERENCE WITH PUBLIC OFFICER",36,14046
342,2002,1,"INTIMIDATION",26,14106
343,2002,1,"KIDNAPPING",72,14146
344,2002,1,"LIQUOR LAW VIOLATION",113,14184
345,2002,1,"MOTOR VEHICLE THEFT",2092,14232
346,2002,1,"NARCOTICS",4777,14279
347,2002,1,"OBSCENITY",3,14316
348,2002,1,"OFFENSE INVOLVING CHILDREN",274,14353
349,2002,1,"OTHER OFFENSE",2809,14407
350,2002,1,"PROSTITUTION",602,14448
351,2002,1,"PUBLIC INDECENCY",1,14488
352,2002,1,"PUBLIC PEACE VIOLATION",186,14532
353,2002,1,"ROBBERY",1471,14582
354,2002,1,"SEX OFFENSE",155,14617
355,2002,1,"STALKING",12,14656
356,2002,1,"THEFT",7408,14692
357,2002,1,"WEAPONS VIOLATION",400,14725
358,2002,2,"ARSON",90,14770
359,2002,2,"ASSAULT",2010,14803
360,2002,2,"BATTERY",5826,14838
361,2002,2,"BURGLARY",1562,14873
362,2002,2,"CRIM SEXUAL ASSAULT",121,14909
363,2002,2,"CRIMINAL DAMAGE",3761,14956
364,2002,2,"CRIMINAL TRESPASS",1097,14999
365,2002,2,"DECEPTIVE PRACTICE",1010,15044
366,2002,2,"GAMBLING",48,15090
367,2002,2,"HOMICIDE",32,15126
368,2002,2,"INTERFERENCE WITH PUBLIC OFFICER",25,15162
369,2002,2,"INTIMIDATION",13,15222
370,2002,2,"KIDNAPPING",57,15262
371,2002,2,"LIQUOR LAW VIOLATION",82,15300
372,2002,2,"MOTOR VEHICLE THEFT",1851,15348
373,2002,2,"NARCOTICS",4800,15395
374,2002,2,"OBSCENITY",1,15432
375,2002,2,"OFFENSE INVOLVING CHILDREN",151,15469
376,2002,2,"OTHER OFFENSE",2724,15523
377,2002,2,"PROSTITUTION",539,15564
378,2002,2,"PUBLIC INDECENCY",1,15604
379,2002,2,"PUBLIC PEACE VIOLATION",177,15648
380,2002,2,"ROBBERY",1139,15698
381,2002,2,"SEX OFFENSE",133,15733
382,2002,2,"STALKING",19,15772
383,2002,2,"THEFT",6309,15808
384,2002,2,"WEAPONS VIOLATION",331,15841
385,2002,3,"ARSON",86,15886
386,2002,3,"ASSAULT",2425,15919
387,2002,3,"BATTERY",7305,15954
388,2002,3,"BURGLARY",1721,15989
389,2002,3,"CRIM SEXUAL ASSAULT",135,16025
390,2002,3,"CRIMINAL DAMAGE",4461,16072
391,2002,3,"CRIMINAL TRESPASS",1235,16115
392,2002,3,"DECEPTIVE PRACTICE",1033,16160
393,2002,3,"GAMBLING",66,16206
394,2002,3,"HOMICIDE",42,16242
395,2002,3,"INTERFERENCE WITH PUBLIC OFFICER",30,16278
396,2002,3,"INTIMIDATION",27,16338
397,2002,3,"KIDNAPPING",73,16378
398,2002,3,"LIQUOR LAW VIOLATION",120,16416
399,2002,3,"MOTOR VEHICLE THEFT",2084,16464
400,2002,3,"NARCOTICS",4819,16511
401,2002,3,"OBSCENITY",2,16548
402,2002,3,"OFFENSE INVOLVING CHILDREN",203,16585
403,2002,3,"OTHER NARCOTIC VIOLATION",2,16639
404,2002,3,"OTHER OFFENSE",2946,16691
405,2002,3,"PROSTITUTION",500,16732
406,2002,3,"PUBLIC PEACE VIOLATION",208,16772
407,2002,3,"ROBBERY",1301,16822
408,2002,3,"SEX OFFENSE",168,16857
409,2002,3,"STALKING",15,16896
410,2002,3,"THEFT",7223,16932
411,2002,3,"WEAPONS VIOLATION",353,16965
412,2002,4,"ARSON",82,17010
413,2002,4,"ASSAULT",2559,17043
414,2002,4,"BATTERY",7727,17078
415,2002,4,"BURGLARY",1843,17113
416,2002,4,"CRIM SEXUAL ASSAULT",153,17149
417,2002,4,"CRIMINAL DAMAGE",4796,17196
418,2002,4,"CRIMINAL TRESPASS",1210,17239
419,2002,4,"DECEPTIVE PRACTICE",1220,17284
420,2002,4,"GAMBLING",78,17330
421,2002,4,"HOMICIDE",43,17366
422,2002,4,"INTERFERENCE WITH PUBLIC OFFICER",30,17402
423,2002,4,"INTIMIDATION",34,17462
424,2002,4,"KIDNAPPING",73,17502
425,2002,4,"LIQUOR LAW VIOLATION",137,17540
426,2002,4,"MOTOR VEHICLE THEFT",2051,17588
427,2002,4,"NARCOTICS",4572,17635
428,2002,4,"OBSCENITY",1,17672
429,2002,4,"OFFENSE INVOLVING CHILDREN",200,17709
430,2002,4,"OTHER NARCOTIC VIOLATION",1,17763
431,2002,4,"OTHER OFFENSE",2999,17815
432,2002,4,"PROSTITUTION",612,17856
433,2002,4,"PUBLIC INDECENCY",1,17896
434,2002,4,"PUBLIC PEACE VIOLATION",183,17940
435,2002,4,"ROBBERY",1373,17990
436,2002,4,"SEX OFFENSE",170,18025
437,2002,4,"STALKING",17,18064
438,2002,4,"THEFT",7525,18100
439,2002,4,"WEAPONS VIOLATION",345,18133
440,2002,5,"ARSON",83,18178
441,2002,5,"ASSAULT",3179,18211
442,2002,5,"BATTERY",8907,18246
443,2002,5,"BURGLARY",2070,18281
444,2002,5,"CRIM SEXUAL ASSAULT",156,18317
445,2002,5,"CRIMINAL DAMAGE",4880,18364
446,2002,5,"CRIMINAL TRESPASS",1195,18407
447,2002,5,"DECEPTIVE PRACTICE",1197,18452
448,2002,5,"GAMBLING",77,18498
449,2002,5,"HOMICIDE",51,18534
450,2002,5,"INTERFERENCE WITH PUBLIC OFFICER",30,18570
451,2002,5,"INTIMIDATION",22,18630
452,2002,5,"KIDNAPPING",105,18670
453,2002,5,"LIQUOR LAW VIOLATION",128,18708
454,2002,5,"MOTOR VEHICLE THEFT",2026,18756
455,2002,5,"NARCOTICS",4572,18803
456,2002,5,"OBSCENITY",2,18840
457,2002,5,"OFFENSE INVOLVING CHILDREN",207,18877
458,2002,5,"OTHER NARCOTIC VIOLATION",1,18931
459,2002,5,"OTHER OFFENSE",2869,18983
460,2002,5,"PROSTITUTION",596,19024
461,2002,5,"PUBLIC INDECENCY",1,19064
462,2002,5,"PUBLIC PEACE VIOLATION",227,19108
463,2002,5,"ROBBERY",1395,19158
464,2002,5,"SEX OFFENSE",179,19193
465,2002,5,"STALKING",14,19232
466,2002,5,"THEFT",8339,19268
467,2002,5,"WEAPONS VIOLATION",402,19301
468,2002,6,"ARSON",84,19346
469,2002,6,"ASSAULT",3094,19379
470,2002,6,"BATTERY",9520,19414
471,2002,6,"BURGLARY",2151,19449
472,2002,6,"CRIM SEXUAL ASSAULT",168,19485
473,2002,6,"CRIMINAL DAMAGE",4962,19532
474,2002,6,"CRIMINAL TRESPASS",1089,19575
475,2002,6,"DECEPTIVE PRACTICE",1142,19620
476,2002,6,"GAMBLING",121,19666
477,2002,6,"HOMICIDE",66,19702
478,2002,6,"INTERFERENCE WITH PUBLIC OFFICER",32,19738
479,2002,6,"INTIMIDATION",28,19798
480,2002,6,"KIDNAPPING",75,19838
481,2002,6,"LIQUOR LAW VIOLATION",156,19876
482,2002,6,"MOTOR VEHICLE THEFT",1956,19924
483,2002,6,"NARCOTICS",3917,19971
484,2002,6,"OBSCENITY",5,20008
485,2002,6,"OFFENSE INVOLVING CHILDREN",247,20045
486,2002,6,"OTHER OFFENSE",2744,20099
487,2002,6,"PROSTITUTION",444,20140
488,2002,6,"PUBLIC INDECENCY",2,20180
489,2002,6,"PUBLIC PEACE VIOLATION",266,20224
490,2002,6,"ROBBERY",1527,20274
491,2002,6,"SEX OFFENSE",253,20309
492,2002,6,"STALKING",14,20348
493,2002,6,"THEFT",8444,20384
494,2002,6,"WEAPONS VIOLATION",327,20417
495,2002,7,"ARSON",87,20462
496,2002,7,"ASSAULT",3123,20495
497,2002,7,"BATTERY",9806,20530
498,2002,7,"BURGLARY",2448,20565
499,2002,7,"CRIM SEXUAL ASSAULT",175,20601
500,2002,7,"CRIMINAL DAMAGE",5413,20648
501,2002,7,"CRIMINAL TRESPASS",1146,20691
502,2002,7,"DECEPTIVE PRACTICE",1237,20736
503,2002,7,"GAMBLING",123,20782
504,2002,7,"HOMICIDE",68,20818
505,2002,7,"INTERFERENCE WITH PUBLIC OFFICER",36,20854
506,2002,7,"INTIMIDATION",30,20914
507,2002,7,"KIDNAPPING",55,20954
508,2002,7,"LIQUOR LAW VIOLATION",117,20992
509,2002,7,"MOTOR VEHICLE THEFT",2341,21040
510,2002,7,"NARCOTICS",4008,21087
511,2002,7,"OBSCENITY",2,21124
512,2002,7,"OFFENSE INVOLVING CHILDREN",247,21161
513,2002,7,"OTHER OFFENSE",2674,21215
514,2002,7,"PROSTITUTION",574,21256
515,2002,7,"PUBLIC PEACE VIOLATION",246,21296
516,2002,7,"ROBBERY",1804,21346
517,2002,7,"SEX OFFENSE",251,21381
518,2002,7,"STALKING",23,21420
519,2002,7,"THEFT",9641,21456
520,2002,7,"WEAPONS VIOLATION",338,21489
521,2002,8,"ARSON",85,21534
522,2002,8,"ASSAULT",2893,21567
523,2002,8,"BATTERY",8540,21602
524,2002,8,"BURGLARY",2441,21637
525,2002,8,"CRIM SEXUAL ASSAULT",169,21673
526,2002,8,"CRIMINAL DAMAGE",5103,21720
527,2002,8,"CRIMINAL TRESPASS",1152,21763
528,2002,8,"DECEPTIVE PRACTICE",1246,21808
529,2002,8,"GAMBLING",124,21854
530,2002,8,"HOMICIDE",77,21890
531,2002,8,"INTERFERENCE WITH PUBLIC OFFICER",18,21926
532,2002,8,"INTIMIDATION",28,21986
533,2002,8,"KIDNAPPING",78,22026
534,2002,8,"LIQUOR LAW VIOLATION",91,22064
535,2002,8,"MOTOR VEHICLE THEFT",2328,22112
536,2002,8,"NARCOTICS",4132,22159
537,2002,8,"OBSCENITY",2,22196
538,2002,8,"OFFENSE INVOLVING CHILDREN",226,22233
539,2002,8,"OTHER OFFENSE",2615,22287
540,2002,8,"PROSTITUTION",551,22328
541,2002,8,"PUBLIC PEACE VIOLATION",210,22368
542,2002,8,"ROBBERY",1941,22418
543,2002,8,"SEX OFFENSE",191,22453
544,2002,8,"STALKING",15,22492
545,2002,8,"THEFT",9579,22528
546,2002,8,"WEAPONS VIOLATION",375,22561
547,2002,9,"ARSON",105,22606
548,2002,9,"ASSAULT",3005,22639
549,2002,9,"BATTERY",8644,22674
550,2002,9,"BURGLARY",2370,22709
551,2002,9,"CRIM SEXUAL ASSAULT",170,22745
552,2002,9,"CRIMINAL DAMAGE",4953,22792
553,2002,9,"CRIMINAL TRESPASS",1132,22835
554,2002,9,"DECEPTIVE PRACTICE",1126,22880
555,2002,9,"GAMBLING",117,22926
556,2002,9,"HOMICIDE",67,22962
557,2002,9,"INTERFERENCE WITH PUBLIC OFFICER",39,22998
558,2002,9,"INTIMIDATION",41,23058
559,2002,9,"KIDNAPPING",67,23098
560,2002,9,"LIQUOR LAW VIOLATION",111,23136
561,2002,9,"MOTOR VEHICLE THEFT",2205,23184
562,2002,9,"NARCOTICS",3656,23231
563,2002,9,"OBSCENITY",1,23268
564,2002,9,"OFFENSE INVOLVING CHILDREN",206,23305
565,2002,9,"OTHER OFFENSE",2367,23359
566,2002,9,"PROSTITUTION",492,23400
567,2002,9,"PUBLIC PEACE VIOLATION",210,23440
568,2002,9,"RITUALISM",2,23490
569,2002,9,"ROBBERY",1719,23527
570,2002,9,"SEX OFFENSE",206,23562
571,2002,9,"STALKING",13,23601
572,2002,9,"THEFT",8939,23637
