,date_crime_year,date_crime_month,primary_type,cnt,__fileposition__
1316,2005,1,"ROBBERY",1149,54467
1317,2005,1,"SEX OFFENSE",167,54502
1318,2005,1,"STALKING",9,54541
1319,2005,1,"THEFT",6114,54577
1320,2005,1,"WEAPONS VIOLATION",342,54610
1321,2005,2,"ARSON",44,54655
1322,2005,2,"ASSAULT",1868,54688
1323,2005,2,"BATTERY",5700,54723
1324,2005,2,"BURGLARY",1492,54758
1325,2005,2,"CRIM SEXUAL ASSAULT",102,54794
1326,2005,2,"CRIMINAL DAMAGE",3583,54841
1327,2005,2,"CRIMINAL TRESPASS",1335,54884
1328,2005,2,"DECEPTIVE PRACTICE",940,54929
1329,2005,2,"GAMBLING",35,54975
1330,2005,2,"HOMICIDE",24,55011
1331,2005,2,"INTERFERENCE WITH PUBLIC OFFICER",43,55047
1332,2005,2,"INTIMIDATION",17,55107
1333,2005,2,"KIDNAPPING",23,55147
1334,2005,2,"LIQUOR LAW VIOLATION",82,55185
1335,2005,2,"MOTOR VEHICLE THEFT",1591,55233
1336,2005,2,"NARCOTICS",4910,55280
1337,2005,2,"OBSCENITY",1,55317
1338,2005,2,"OFFENSE INVOLVING CHILDREN",191,55354
1339,2005,2,"OTHER NARCOTIC VIOLATION",3,55408
1340,2005,2,"OTHER OFFENSE",2300,55460
1341,2005,2,"PROSTITUTION",583,55501
1342,2005,2,"PUBLIC PEACE VIOLATION",168,55541
1343,2005,2,"ROBBERY",942,55591
1344,2005,2,"SEX OFFENSE",120,55626
1345,2005,2,"STALKING",8,55665
1346,2005,2,"THEFT",5592,55701
1347,2005,2,"WEAPONS VIOLATION",288,55734
1348,2005,3,"ARSON",66,55779
1349,2005,3,"ASSAULT",2214,55812
1350,2005,3,"BATTERY",6622,55847
1351,2005,3,"BURGLARY",1783,55882
1352,2005,3,"CRIM SEXUAL ASSAULT",117,55918
1353,2005,3,"CRIMINAL DAMAGE",4347,55965
1354,2005,3,"CRIMINAL TRESPASS",1538,56008
1355,2005,3,"DECEPTIVE PRACTICE",1097,56053
1356,2005,3,"GAMBLING",37,56099
1357,2005,3,"HOMICIDE",37,56135
1358,2005,3,"INTERFERENCE WITH PUBLIC OFFICER",51,56171
1359,2005,3,"INTIMIDATION",21,56231
1360,2005,3,"KIDNAPPING",33,56271
1361,2005,3,"LIQUOR LAW VIOLATION",108,56309
1362,2005,3,"MOTOR VEHICLE THEFT",1906,56357
1363,2005,3,"NARCOTICS",5111,56404
1364,2005,3,"OBSCENITY",5,56441
1365,2005,3,"OFFENSE INVOLVING CHILDREN",203,56478
1366,2005,3,"OTHER OFFENSE",2602,56532
1367,2005,3,"PROSTITUTION",578,56573
1368,2005,3,"PUBLIC PEACE VIOLATION",234,56613
1369,2005,3,"ROBBERY",1118,56663
1370,2005,3,"SEX OFFENSE",131,56698
1371,2005,3,"STALKING",20,56737
1372,2005,3,"THEFT",6571,56773
1373,2005,3,"WEAPONS VIOLATION",354,56806
1374,2005,4,"ARSON",67,56851
1375,2005,4,"ASSAULT",2467,56884
1376,2005,4,"BATTERY",7578,56919
1377,2005,4,"BURGLARY",1970,56954
1378,2005,4,"CRIM SEXUAL ASSAULT",106,56990
1379,2005,4,"CRIMINAL DAMAGE",4763,57037
1380,2005,4,"CRIMINAL TRESPASS",1366,57080
1381,2005,4,"DECEPTIVE PRACTICE",1123,57125
1382,2005,4,"GAMBLING",88,57171
1383,2005,4,"HOMICIDE",36,57207
1384,2005,4,"INTERFERENCE WITH PUBLIC OFFICER",46,57243
1385,2005,4,"INTIMIDATION",26,57303
1386,2005,4,"KIDNAPPING",24,57343
1387,2005,4,"LIQUOR LAW VIOLATION",94,57381
1388,2005,4,"MOTOR VEHICLE THEFT",1783,57429
1389,2005,4,"NARCOTICS",4939,57476
1390,2005,4,"OFFENSE INVOLVING CHILDREN",246,57513
1391,2005,4,"OTHER OFFENSE",2561,57567
1392,2005,4,"PROSTITUTION",558,57608
1393,2005,4,"PUBLIC PEACE VIOLATION",246,57648
1394,2005,4,"ROBBERY",1201,57698
1395,2005,4,"SEX OFFENSE",137,57733
1396,2005,4,"STALKING",18,57772
1397,2005,4,"THEFT",7041,57808
1398,2005,4,"WEAPONS VIOLATION",386,57841
1399,2005,5,"ARSON",53,57886
1400,2005,5,"ASSAULT",2626,57919
1401,2005,5,"BATTERY",8215,57954
1402,2005,5,"BURGLARY",2179,57989
1403,2005,5,"CRIM SEXUAL ASSAULT",120,58025
1404,2005,5,"CRIMINAL DAMAGE",5048,58072
1405,2005,5,"CRIMINAL TRESPASS",1423,58115
1406,2005,5,"DECEPTIVE PRACTICE",1103,58160
1407,2005,5,"GAMBLING",109,58206
1408,2005,5,"HOMICIDE",43,58242
1409,2005,5,"INTERFERENCE WITH PUBLIC OFFICER",51,58278
1410,2005,5,"INTIMIDATION",20,58338
1411,2005,5,"KIDNAPPING",41,58378
1412,2005,5,"LIQUOR LAW VIOLATION",100,58416
1413,2005,5,"MOTOR VEHICLE THEFT",1884,58464
1414,2005,5,"NARCOTICS",4841,58511
1415,2005,5,"OBSCENITY",1,58548
1416,2005,5,"OFFENSE INVOLVING CHILDREN",235,58585
1417,2005,5,"OTHER NARCOTIC VIOLATION",1,58639
1418,2005,5,"OTHER OFFENSE",2448,58691
1419,2005,5,"PROSTITUTION",544,58732
1420,2005,5,"PUBLIC PEACE VIOLATION",263,58772
1421,2005,5,"ROBBERY",1235,58822
1422,2005,5,"SEX OFFENSE",169,58857
1423,2005,5,"STALKING",23,58896
1424,2005,5,"THEFT",7276,58932
1425,2005,5,"WEAPONS VIOLATION",413,58965
1426,2005,6,"ARSON",68,59010
1427,2005,6,"ASSAULT",2629,59043
1428,2005,6,"BATTERY",8141,59078
1429,2005,6,"BURGLARY",2280,59113
1430,2005,6,"CRIM SEXUAL ASSAULT",150,59149
1431,2005,6,"CRIMINAL DAMAGE",4803,59196
1432,2005,6,"CRIMINAL TRESPASS",1339,59239
1433,2005,6,"DECEPTIVE PRACTICE",1193,59284
1434,2005,6,"GAMBLING",98,59330
1435,2005,6,"HOMICIDE",50,59366
1436,2005,6,"INTERFERENCE WITH PUBLIC OFFICER",53,59402
1437,2005,6,"INTIMIDATION",26,59462
1438,2005,6,"KIDNAPPING",34,59502
1439,2005,6,"LIQUOR LAW VIOLATION",93,59540
1440,2005,6,"MOTOR VEHICLE THEFT",1875,59588
1441,2005,6,"NARCOTICS",4433,59635
1442,2005,6,"OBSCENITY",2,59672
1443,2005,6,"OFFENSE INVOLVING CHILDREN",280,59709
1444,2005,6,"OTHER OFFENSE",2348,59763
1445,2005,6,"PROSTITUTION",560,59804
1446,2005,6,"PUBLIC INDECENCY",1,59844
1447,2005,6,"PUBLIC PEACE VIOLATION",265,59888
1448,2005,6,"ROBBERY",1411,59938
1449,2005,6,"SEX OFFENSE",165,59973
1450,2005,6,"STALKING",21,60012
1451,2005,6,"THEFT",7408,60048
1452,2005,6,"WEAPONS VIOLATION",324,60081
1453,2005,7,"ARSON",82,60126
1454,2005,7,"ASSAULT",2554,60159
1455,2005,7,"BATTERY",8046,60194
1456,2005,7,"BURGLARY",2395,60229
1457,2005,7,"CRIM SEXUAL ASSAULT",159,60265
1458,2005,7,"CRIMINAL DAMAGE",5185,60312
1459,2005,7,"CRIMINAL TRESPASS",1368,60355
1460,2005,7,"DECEPTIVE PRACTICE",1187,60400
1461,2005,7,"GAMBLING",100,60446
1462,2005,7,"HOMICIDE",58,60482
1463,2005,7,"INTERFERENCE WITH PUBLIC OFFICER",76,60518
1464,2005,7,"INTIMIDATION",27,60578
1465,2005,7,"KIDNAPPING",35,60618
1466,2005,7,"LIQUOR LAW VIOLATION",83,60656
1467,2005,7,"MOTOR VEHICLE THEFT",1827,60704
1468,2005,7,"NARCOTICS",4575,60751
1469,2005,7,"OBSCENITY",2,60788
1470,2005,7,"OFFENSE INVOLVING CHILDREN",237,60825
1471,2005,7,"OTHER OFFENSE",2454,60879
1472,2005,7,"PROSTITUTION",438,60920
1473,2005,7,"PUBLIC INDECENCY",1,60960
1474,2005,7,"PUBLIC PEACE VIOLATION",287,61004
1475,2005,7,"ROBBERY",1596,61054
1476,2005,7,"SEX OFFENSE",184,61089
1477,2005,7,"STALKING",14,61128
1478,2005,7,"THEFT",8492,61164
1479,2005,7,"WEAPONS VIOLATION",342,61197
1480,2005,8,"ARSON",66,61242
1481,2005,8,"ASSAULT",2492,61275
1482,2005,8,"BATTERY",7623,61310
1483,2005,8,"BURGLARY",2503,61345
1484,2005,8,"CRIM SEXUAL ASSAULT",149,61381
1485,2005,8,"CRIMINAL DAMAGE",4943,61428
1486,2005,8,"CRIMINAL TRESPASS",1386,61471
1487,2005,8,"DECEPTIVE PRACTICE",1203,61516
1488,2005,8,"GAMBLING",148,61562
1489,2005,8,"HOMICIDE",53,61598
1490,2005,8,"INTERFERENCE WITH PUBLIC OFFICER",72,61634
1491,2005,8,"INTIMIDATION",24,61694
1492,2005,8,"KIDNAPPING",41,61734
1493,2005,8,"LIQUOR LAW VIOLATION",79,61772
1494,2005,8,"MOTOR VEHICLE THEFT",1888,61820
1495,2005,8,"NARCOTICS",4796,61867
1496,2005,8,"OBSCENITY",2,61904
1497,2005,8,"OFFENSE INVOLVING CHILDREN",264,61941
1498,2005,8,"OTHER NARCOTIC VIOLATION",2,61995
1499,2005,8,"OTHER OFFENSE",2469,62047
1500,2005,8,"PROSTITUTION",505,62088
1501,2005,8,"PUBLIC PEACE VIOLATION",253,62128
1502,2005,8,"RITUALISM",2,62178
1503,2005,8,"ROBBERY",1523,62215
1504,2005,8,"SEX OFFENSE",182,62250
1505,2005,8,"STALKING",22,62289
1506,2005,8,"THEFT",8458,62325
1507,2005,8,"WEAPONS VIOLATION",392,62358
1508,2005,9,"ARSON",61,62403
1509,2005,9,"ASSAULT",2504,62436
1510,2005,9,"BATTERY",7520,62471
1511,2005,9,"BURGLARY",2446,62506
1512,2005,9,"CRIM SEXUAL ASSAULT",156,62542
1513,2005,9,"CRIMINAL DAMAGE",4793,62589
1514,2005,9,"CRIMINAL TRESPASS",1431,62632
1515,2005,9,"DECEPTIVE PRACTICE",1170,62677
1516,2005,9,"GAMBLING",125,62723
1517,2005,9,"HOMICIDE",32,62759
1518,2005,9,"INTERFERENCE WITH PUBLIC OFFICER",57,62795
1519,2005,9,"INTIMIDATION",17,62855
1520,2005,9,"KIDNAPPING",28,62895
1521,2005,9,"LIQUOR LAW VIOLATION",94,62933
1522,2005,9,"MOTOR VEHICLE THEFT",1850,62981
1523,2005,9,"NARCOTICS",4642,63028
1524,2005,9,"OBSCENITY",2,63065
1525,2005,9,"OFFENSE INVOLVING CHILDREN",243,63102
1526,2005,9,"OTHER NARCOTIC VIOLATION",3,63156
1527,2005,9,"OTHER OFFENSE",2117,63208
1528,2005,9,"PROSTITUTION",505,63249
1529,2005,9,"PUBLIC PEACE VIOLATION",241,63289
1530,2005,9,"ROBBERY",1466,63339
1531,2005,9,"SEX OFFENSE",198,63374
1532,2005,9,"STALKING",21,63413
1533,2005,9,"THEFT",7582,63449
1534,2005,9,"WEAPONS VIOLATION",318,63482
1535,2005,10,"ARSON",50,63527
1536,2005,10,"ASSAULT",2291,63560
1537,2005,10,"BATTERY",7161,63595
1538,2005,10,"BURGLARY",2468,63630
1539,2005,10,"CRIM SEXUAL ASSAULT",139,63666
1540,2005,10,"CRIMINAL DAMAGE",5358,63713
1541,2005,10,"CRIMINAL TRESPASS",1371,63756
1542,2005,10,"DECEPTIVE PRACTICE",1173,63801
1543,2005,10,"GAMBLING",195,63847
1544,2005,10,"HOMICIDE",41,63883
1545,2005,10,"INTERFERENCE WITH PUBLIC OFFICER",46,63919
1546,2005,10,"INTIMIDATION",21,63979
1547,2005,10,"KIDNAPPING",30,64019
1548,2005,10,"LIQUOR LAW VIOLATION",88,64057
1549,2005,10,"MOTOR VEHICLE THEFT",2149,64105
1550,2005,10,"NARCOTICS",4550,64152
1551,2005,10,"OBSCENITY",2,64189
1552,2005,10,"OFFENSE INVOLVING CHILDREN",227,64226
1553,2005,10,"OTHER OFFENSE",2136,64280
1554,2005,10,"PROSTITUTION",458,64321
1555,2005,10,"PUBLIC PEACE VIOLATION",240,64361
1556,2005,10,"ROBBERY",1491,64411
1557,2005,10,"SEX OFFENSE",135,64446
1558,2005,10,"STALKING",11,64485
1559,2005,10,"THEFT",7746,64521
1560,2005,10,"WEAPONS VIOLATION",381,64554
1561,2005,11,"ARSON",60,64599
1562,2005,11,"ASSAULT",1844,64632
1563,2005,11,"BATTERY",5965,64667
1564,2005,11,"BURGLARY",2197,64702
1565,2005,11,"CRIM SEXUAL ASSAULT",115,64738
1566,2005,11,"CRIMINAL DAMAGE",4795,64785
1567,2005,11,"CRIMINAL TRESPASS",1333,64828
1568,2005,11,"DECEPTIVE PRACTICE",1121,64873
1569,2005,11,"GAMBLING",81,64919
1570,2005,11,"HOMICIDE",29,64955
1571,2005,11,"INTERFERENCE WITH PUBLIC OFFICER",40,64991
1572,2005,11,"INTIMIDATION",23,65051
1573,2005,11,"KIDNAPPING",35,65091
1574,2005,11,"LIQUOR LAW VIOLATION",79,65129
1575,2005,11,"MOTOR VEHICLE THEFT",1938,65177
1576,2005,11,"NARCOTICS",4409,65224
1577,2005,11,"OBSCENITY",1,65261
1578,2005,11,"OFFENSE INVOLVING CHILDREN",193,65298
1579,2005,11,"OTHER OFFENSE",2034,65352
1580,2005,11,"PROSTITUTION",511,65393
1581,2005,11,"PUBLIC INDECENCY",2,65433
1582,2005,11,"PUBLIC PEACE VIOLATION",202,65477
1583,2005,11,"ROBBERY",1462,65527
1584,2005,11,"SEX OFFENSE",117,65562
1585,2005,11,"STALKING",12,65601
1586,2005,11,"THEFT",7076,65637
1587,2005,11,"WEAPONS VIOLATION",301,65670
1588,2005,12,"ARSON",37,65715
1589,2005,12,"ASSAULT",1717,65748
1590,2005,12,"BATTERY",5473,65783
1591,2005,12,"BURGLARY",1974,65818
1592,2005,12,"CRIM SEXUAL ASSAULT",100,65854
1593,2005,12,"CRIMINAL DAMAGE",3521,65901
1594,2005,12,"CRIMINAL TRESPASS",1312,65944
1595,2005,12,"DECEPTIVE PRACTICE",1138,65989
1596,2005,12,"GAMBLING",28,66035
1597,2005,12,"HOMICIDE",30,66071
1598,2005,12,"INTERFERENCE WITH PUBLIC OFFICER",39,66107
1599,2005,12,"INTIMIDATION",16,66167
1600,2005,12,"KIDNAPPING",39,66207
1601,2005,12,"LIQUOR LAW VIOLATION",65,66245
1602,2005,12,"MOTOR VEHICLE THEFT",2027,66293
1603,2005,12,"NARCOTICS",4274,66340
1604,2005,12,"OBSCENITY",1,66377
1605,2005,12,"OFFENSE INVOLVING CHILDREN",221,66414
1606,2005,12,"OTHER OFFENSE",1970,66468
1607,2005,12,"PROSTITUTION",367,66509
1608,2005,12,"PUBLIC PEACE VIOLATION",158,66549
1609,2005,12,"ROBBERY",1453,66599
1610,2005,12,"SEX OFFENSE",98,66634
1611,2005,12,"STALKING",13,66673
1612,2005,12,"THEFT",6329,66709
1613,2005,12,"WEAPONS VIOLATION",265,66742
1614,2006,1,"ARSON",46,66787
1615,2006,1,"ASSAULT",1959,66820
1616,2006,1,"BATTERY",5962,66855
1617,2006,1,"BURGLARY",2016,66890
1618,2006,1,"CRIM SEXUAL ASSAULT",126,66926
1619,2006,1,"CRIMINAL DAMAGE",4688,66973
1620,2006,1,"CRIMINAL TRESPASS",1333,67016
1621,2006,1,"DECEPTIVE PRACTICE",1138,67061
1622,2006,1,"GAMBLING",39,67107
1623,2006,1,"HOMICIDE",29,67143
1624,2006,1,"INTERFERENCE WITH PUBLIC OFFICER",52,67179
1625,2006,1,"INTIMIDATION",31,67239
1626,2006,1,"KIDNAPPING",32,67279
1627,2006,1,"LIQUOR LAW VIOLATION",100,67317
1628,2006,1,"MOTOR VEHICLE THEFT",2096,67365
1629,2006,1,"NARCOTICS",4707,67412
1630,2006,1,"OBSCENITY",2,67449
1631,2006,1,"OFFENSE INVOLVING CHILDREN",315,67486
1632,2006,1,"OTHER NARCOTIC VIOLATION",2,67540
1633,2006,1,"OTHER OFFENSE",2323,67592
1634,2006,1,"PROSTITUTION",626,67633
1635,2006,1,"PUBLIC PEACE VIOLATION",197,67673
1636,2006,1,"ROBBERY",1301,67723
1637,2006,1,"SEX OFFENSE",128,67758
1638,2006,1,"STALKING",20,67797
1639,2006,1,"THEFT",7125,67833
1640,2006,1,"WEAPONS VIOLATION",348,67866
1641,2006,2,"ARSON",45,67911
1642,2006,2,"ASSAULT",1794,67944
1643,2006,2,"BATTERY",5397,67979
1644,2006,2,"BURGLARY",1582,68014
1645,2006,2,"CRIM SEXUAL ASSAULT",89,68050
1646,2006,2,"CRIMINAL DAMAGE",4028,68097
1647,2006,2,"CRIMINAL TRESPASS",1216,68140
1648,2006,2,"DECEPTIVE PRACTICE",908,68185
1649,2006,2,"GAMBLING",38,68231
1650,2006,2,"HOMICIDE",17,68267
1651,2006,2,"INTERFERENCE WITH PUBLIC OFFICER",38,68303
1652,2006,2,"INTIMIDATION",16,68363
1653,2006,2,"KIDNAPPING",30,68403
1654,2006,2,"LIQUOR LAW VIOLATION",84,68441
1655,2006,2,"MOTOR VEHICLE THEFT",1712,68489
1656,2006,2,"NARCOTICS",4215,68536
1657,2006,2,"OBSCENITY",3,68573
1658,2006,2,"OFFENSE INVOLVING CHILDREN",194,68610
1659,2006,2,"OTHER NARCOTIC VIOLATION",1,68664
1660,2006,2,"OTHER OFFENSE",2184,68716
1661,2006,2,"PROSTITUTION",545,68757
1662,2006,2,"PUBLIC INDECENCY",2,68797
1663,2006,2,"PUBLIC PEACE VIOLATION",179,68841
1664,2006,2,"RITUALISM",1,68891
1665,2006,2,"ROBBERY",1034,68928
1666,2006,2,"SEX OFFENSE",113,68963
1667,2006,2,"STALKING",12,69002
1668,2006,2,"THEFT",5565,69038
1669,2006,2,"WEAPONS VIOLATION",253,69071
1670,2006,3,"ARSON",65,69116
1671,2006,3,"ASSAULT",2180,69149
1672,2006,3,"BATTERY",6879,69184
1673,2006,3,"BURGLARY",1871,69219
1674,2006,3,"CRIM SEXUAL ASSAULT",110,69255
1675,2006,3,"CRIMINAL DAMAGE",4661,69302
1676,2006,3,"CRIMINAL TRESPASS",1288,69345
1677,2006,3,"DECEPTIVE PRACTICE",1140,69390
1678,2006,3,"GAMBLING",58,69436
1679,2006,3,"HOMICIDE",34,69472
1680,2006,3,"INTERFERENCE WITH PUBLIC OFFICER",76,69508
1681,2006,3,"INTIMIDATION",17,69568
1682,2006,3,"KIDNAPPING",33,69608
1683,2006,3,"LIQUOR LAW VIOLATION",105,69646
1684,2006,3,"MOTOR VEHICLE THEFT",1869,69694
1685,2006,3,"NARCOTICS",4658,69741
1686,2006,3,"OBSCENITY",3,69778
1687,2006,3,"OFFENSE INVOLVING CHILDREN",232,69815
1688,2006,3,"OTHER NARCOTIC VIOLATION",2,69869
1689,2006,3,"OTHER OFFENSE",2344,69921
1690,2006,3,"PROSTITUTION",712,69962
1691,2006,3,"PUBLIC PEACE VIOLATION",272,70002
1692,2006,3,"RITUALISM",1,70052
1693,2006,3,"ROBBERY",1136,70089
1694,2006,3,"SEX OFFENSE",119,70124
1695,2006,3,"STALKING",18,70163
1696,2006,3,"THEFT",6816,70199
1697,2006,3,"WEAPONS VIOLATION",276,70232
1698,2006,4,"ARSON",63,70277
1699,2006,4,"ASSAULT",2182,70310
1700,2006,4,"BATTERY",7036,70345
1701,2006,4,"BURGLARY",1702,70380
1702,2006,4,"CRIM SEXUAL ASSAULT",124,70416
1703,2006,4,"CRIMINAL DAMAGE",4763,70463
1704,2006,4,"CRIMINAL TRESPASS",1156,70506
1705,2006,4,"DECEPTIVE PRACTICE",1037,70551
1706,2006,4,"GAMBLING",114,70597
1707,2006,4,"HOMICIDE",37,70633
1708,2006,4,"INTERFERENCE WITH PUBLIC OFFICER",63,70669
1709,2006,4,"INTIMIDATION",23,70729
1710,2006,4,"KIDNAPPING",31,70769
1711,2006,4,"LIQUOR LAW VIOLATION",114,70807
1712,2006,4,"MOTOR VEHICLE THEFT",1733,70855
1713,2006,4,"NARCOTICS",4634,70902
1714,2006,4,"OBSCENITY",1,70939
1715,2006,4,"OFFENSE INVOLVING CHILDREN",175,70976
1716,2006,4,"OTHER NARCOTIC VIOLATION",1,71030
1717,2006,4,"OTHER OFFENSE",2256,71082
1718,2006,4,"PROSTITUTION",628,71123
1719,2006,4,"PUBLIC PEACE VIOLATION",227,71163
1720,2006,4,"ROBBERY",1189,71213
1721,2006,4,"SEX OFFENSE",135,71248
1722,2006,4,"STALKING",20,71287
1723,2006,4,"THEFT",6724,71323
1724,2006,4,"WEAPONS VIOLATION",305,71356
1725,2006,5,"ARSON",65,71401
1726,2006,5,"ASSAULT",2509,71434
1727,2006,5,"BATTERY",7756,71469
1728,2006,5,"BURGLARY",2186,71504
1729,2006,5,"CRIM SEXUAL ASSAULT",136,71540
1730,2006,5,"CRIMINAL DAMAGE",4828,71587
1731,2006,5,"CRIMINAL TRESPASS",1222,71630
1732,2006,5,"DECEPTIVE PRACTICE",1116,71675
1733,2006,5,"GAMBLING",168,71721
1734,2006,5,"HOMICIDE",42,71757
1735,2006,5,"INTERFERENCE WITH PUBLIC OFFICER",60,71793
1736,2006,5,"INTIMIDATION",25,71853
1737,2006,5,"KIDNAPPING",36,71893
1738,2006,5,"LIQUOR LAW VIOLATION",78,71931
1739,2006,5,"MOTOR VEHICLE THEFT",1946,71979
1740,2006,5,"NARCOTICS",4913,72026
1741,2006,5,"OBSCENITY",1,72063
1742,2006,5,"OFFENSE INVOLVING CHILDREN",240,72100
1743,2006,5,"OTHER OFFENSE",2326,72154
1744,2006,5,"PROSTITUTION",625,72195
1745,2006,5,"PUBLIC PEACE VIOLATION",315,72235
1746,2006,5,"ROBBERY",1311,72285
1747,2006,5,"SEX OFFENSE",143,72320
1748,2006,5,"STALKING",14,72359
1749,2006,5,"THEFT",7235,72395
1750,2006,5,"WEAPONS VIOLATION",315,72428
1751,2006,6,"ARSON",76,72473
1752,2006,6,"ASSAULT",2311,72506
1753,2006,6,"BATTERY",7390,72541
1754,2006,6,"BURGLARY",1994,72576
1755,2006,6,"CRIM SEXUAL ASSAULT",115,72612
1756,2006,6,"CRIMINAL DAMAGE",4913,72659
1757,2006,6,"CRIMINAL TRESPASS",1144,72702
1758,2006,6,"DECEPTIVE PRACTICE",1163,72747
1759,2006,6,"GAMBLING",185,72793
1760,2006,6,"HOMICIDE",45,72829
1761,2006,6,"INTERFERENCE WITH PUBLIC OFFICER",74,72865
1762,2006,6,"INTIMIDATION",15,72925
1763,2006,6,"KIDNAPPING",34,72965
1764,2006,6,"LIQUOR LAW VIOLATION",124,73003
1765,2006,6,"MOTOR VEHICLE THEFT",1975,73051
1766,2006,6,"NARCOTICS",4665,73098
1767,2006,6,"OFFENSE INVOLVING CHILDREN",237,73135
1768,2006,6,"OTHER NARCOTIC VIOLATION",1,73189
1769,2006,6,"OTHER OFFENSE",2205,73241
1770,2006,6,"PROSTITUTION",597,73282
1771,2006,6,"PUBLIC PEACE VIOLATION",291,73322
1772,2006,6,"ROBBERY",1338,73372
1773,2006,6,"SEX OFFENSE",163,73407
1774,2006,6,"STALKING",22,73446
1775,2006,6,"THEFT",7456,73482
1776,2006,6,"WEAPONS VIOLATION",276,73515
1777,2006,7,"ARSON",70,73560
1778,2006,7,"ASSAULT",2510,73593
1779,2006,7,"BATTERY",7946,73628
1780,2006,7,"BURGLARY",2275,73663
1781,2006,7,"CRIM SEXUAL ASSAULT",178,73699
1782,2006,7,"CRIMINAL DAMAGE",5253,73746
1783,2006,7,"CRIMINAL TRESPASS",1222,73789
1784,2006,7,"DECEPTIVE PRACTICE",1152,73834
1785,2006,7,"GAMBLING",169,73880
1786,2006,7,"HOMICIDE",66,73916
1787,2006,7,"INTERFERENCE WITH PUBLIC OFFICER",80,73952
1788,2006,7,"INTIMIDATION",25,74012
1789,2006,7,"KIDNAPPING",30,74052
1790,2006,7,"LIQUOR LAW VIOLATION",95,74090
1791,2006,7,"MOTOR VEHICLE THEFT",1931,74138
1792,2006,7,"NARCOTICS",4701,74185
1793,2006,7,"OBSCENITY",2,74222
1794,2006,7,"OFFENSE INVOLVING CHILDREN",245,74259
1795,2006,7,"OTHER NARCOTIC VIOLATION",1,74313
1796,2006,7,"OTHER OFFENSE",2452,74365
1797,2006,7,"PROSTITUTION",512,74406
1798,2006,7,"PUBLIC PEACE VIOLATION",276,74446
1799,2006,7,"RITUALISM",1,74496
1800,2006,7,"ROBBERY",1466,74533
1801,2006,7,"SEX OFFENSE",156,74568
1802,2006,7,"STALKING",13,74607
1803,2006,7,"THEFT",8369,74643
1804,2006,7,"WEAPONS VIOLATION",342,74676
1805,2006,8,"ARSON",53,74721
1806,2006,8,"ASSAULT",2338,74754
1807,2006,8,"BATTERY",6884,74789
1808,2006,8,"BURGLARY",2235,74824
1809,2006,8,"CRIM SEXUAL ASSAULT",114,74860
1810,2006,8,"CRIMINAL DAMAGE",5402,74907
1811,2006,8,"CRIMINAL TRESPASS",1237,74950
1812,2006,8,"DECEPTIVE PRACTICE",1245,74995
1813,2006,8,"GAMBLING",202,75041
1814,2006,8,"HOMICIDE",32,75077
1815,2006,8,"INTERFERENCE WITH PUBLIC OFFICER",65,75113
1816,2006,8,"INTIMIDATION",34,75173
1817,2006,8,"KIDNAPPING",18,75213
1818,2006,8,"LIQUOR LAW VIOLATION",107,75251
1819,2006,8,"MOTOR VEHICLE THEFT",1976,75299
1820,2006,8,"NARCOTICS",4955,75346
1821,2006,8,"OBSCENITY",2,75383
1822,2006,8,"OFFENSE INVOLVING CHILDREN",234,75420
1823,2006,8,"OTHER OFFENSE",2267,75474
1824,2006,8,"PROSTITUTION",634,75515
1825,2006,8,"PUBLIC PEACE VIOLATION",237,75555
1826,2006,8,"ROBBERY",1442,75605
1827,2006,8,"SEX OFFENSE",150,75640
1828,2006,8,"STALKING",8,75679
1829,2006,8,"THEFT",8236,75715
1830,2006,8,"WEAPONS VIOLATION",385,75748
1831,2006,9,"ARSON",61,75793
1832,2006,9,"ASSAULT",2193,75826
1833,2006,9,"BATTERY",6739,75861
1834,2006,9,"BURGLARY",2103,75896
1835,2006,9,"CRIM SEXUAL ASSAULT",136,75932
1836,2006,9,"CRIMINAL DAMAGE",4808,75979
1837,2006,9,"CRIMINAL TRESPASS",1174,76022
1838,2006,9,"DECEPTIVE PRACTICE",1117,76067
1839,2006,9,"GAMBLING",183,76113
1840,2006,9,"HOMICIDE",58,76149
1841,2006,9,"INTERFERENCE WITH PUBLIC OFFICER",73,76185
1842,2006,9,"INTIMIDATION",27,76245
1843,2006,9,"KIDNAPPING",22,76285
1844,2006,9,"LIQUOR LAW VIOLATION",99,76323
1845,2006,9,"MOTOR VEHICLE THEFT",1682,76371
1846,2006,9,"NARCOTICS",4712,76418
1847,2006,9,"OBSCENITY",1,76455
1848,2006,9,"OFFENSE INVOLVING CHILDREN",214,76492
1849,2006,9,"OTHER OFFENSE",2142,76546
1850,2006,9,"PROSTITUTION",515,76587
1851,2006,9,"PUBLIC PEACE VIOLATION",280,76627
1852,2006,9,"ROBBERY",1391,76677
1853,2006,9,"SEX OFFENSE",146,76712
1854,2006,9,"STALKING",16,76751
1855,2006,9,"THEFT",7508,76787
1856,2006,9,"WEAPONS VIOLATION",368,76820
1857,2006,10,"ARSON",53,76865
1858,2006,10,"ASSAULT",2138,76898
1859,2006,10,"BATTERY",6769,76933
1860,2006,10,"BURGLARY",2280,76968
1861,2006,10,"CRIM SEXUAL ASSAULT",137,77004
1862,2006,10,"CRIMINAL DAMAGE",5094,77051
1863,2006,10,"CRIMINAL TRESPASS",1269,77094
